groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT2G09545+AT2G44798	E026	1.84483091191746	0.0928278165666532	14.7971817533748	0.0001197142763829	0.0110058280557348	0.0104340106419158	3.41739065286652	16.7118110601266	2	18469583	18470769	1187	-	0	0	0	4	4	4	AT2G44798.10	AT2G09545+AT2G44798:E026	AT2G09545+AT2G44798	E026	11.3025916351889	0.0231800489141631	50.5360628487018	1.16995083051857e-12	1.9500567051080102e-09	1.0104775595531	7.02874495109909	5.6082978725607	2	18469583	18470769	1187	-	1	0	16	19	10	25	AT2G44798.10
AT2G16930	E004	35.6920725747473	0.0123843731215527	83.7884775184798	5.50648193781752e-20	5.3170451063718505e-17	5.03320089702135	13.1377510777507	2.77962739119924	2	7341211	7341247	37	+	11	9	12	75	77	45	"c(""AT2G16930.1"", ""AT2G16930.4"", ""AT2G16930.3"")"	AT2G16930:E004	AT2G16930	E004	75.9006622086626	0.0091331730021689	65.0370596468515	7.3502650689492295e-16	1.74459655088036e-12	7.93573932227406	15.5633522435032	1.98710176952918	2	7341211	7341247	37	+	15	38	93	96	101	127	"c(""AT2G16930.1"", ""AT2G16930.4"", ""AT2G16930.3"")"
AT2G17500	E004	51.8131596376526	0.0046163875377499	27.1532591017901	1.87948090511163e-07	4.23103670618459e-05	13.4106128334161	9.46744376520496	-1.01156805285025	2	7606824	7606870	47	+	51	62	69	55	45	28	"c(""AT2G17500.2"", ""AT2G17500.1"")"	AT2G17500:E004	AT2G17500	E004	24.2785829513006	0.0334920876743524	16.2485229029869	5.5552887711074e-05	0.0129308632477194	10.2628253061201	5.911101811968	-1.60905357273176	2	7606824	7606870	47	+	43	38	20	6	16	22	"c(""AT2G17500.2"", ""AT2G17500.1"")"
AT2G17970	E005	43.8585801299092	0.0080898531505297	15.3363716402774	8.9967573568555e-05	0.0088598224408834	8.21460759782516	11.4276947319927	0.957378744444305	2	7819426	7819511	86	-	12	13	32	73	91	60	"c(""AT2G17970.8"", ""AT2G17970.6"", ""AT2G17970.4"")"	AT2G17970:E005	AT2G17970	E005	51.268916346413	0.0050451997731759	24.9733291578363	5.81288804736785e-07	0.0002830028949518	6.88131878978371	10.9874668345477	1.36812070459608	2	7819426	7819511	86	-	7	21	65	72	71	80	"c(""AT2G17970.8"", ""AT2G17970.6"", ""AT2G17970.4"")"
AT2G21195	E002	130.333972428047	0.0023185359569535	15.864614939126	6.80390359992716e-05	0.0070343657892041	16.0601765294044	18.9976534836593	0.492542121122896	2	9083262	9083338	77	+	68	55	116	195	193	185	"c(""AT2G21195.2"", ""AT2G21195.3"")"	AT2G21195:E002	AT2G21195	E002	166.550282158579	0.0053809921361533	13.2095044942173	0.0002785330016257	0.043896128541929	16.1304769073221	19.7134555454937	0.609893083535198	2	9083262	9083338	77	+	83	102	217	210	153	256	"c(""AT2G21195.2"", ""AT2G21195.3"")"
AT2G22570	E004	14.1776234692871	0.0160197140767923	24.3578834547247	7.99986860233042e-07	0.0001539122589618	4.0018990255019	7.8104572699701	1.93289469357915	2	9589983	9590080	98	-	4	10	6	22	27	21	AT2G22570.2	AT2G22570:E004	AT2G22570	E004	48.2114417520327	0.0092957973771586	44.394024009469	2.6850547950745397e-11	3.56456952337302e-08	6.65247170136783	12.4146857075498	1.82698652104178	2	9589983	9590080	98	-	22	15	51	66	59	86	AT2G22570.2
AT2G22990	E019	141.478182538607	0.0012609875154223	30.8362121885596	2.80749739739278e-08	7.65604041601623e-06	16.6653360855644	20.78663133233	0.649408879373736	2	9789747	9789750	4	+	125	177	175	127	130	115	"c(""AT2G22990.5"", ""AT2G22990.3"", ""AT2G22990.2"", ""AT2G22990.4"")"	AT2G22990:E019	AT2G22990	E019	95.1749166259705	0.0088555151427921	22.897095226772	1.70909938307844e-06	0.000713956897488	11.3453764458349	16.1979289694608	1.05992556403559	2	9789747	9789750	4	+	41	61	98	98	129	164	"c(""AT2G22990.5"", ""AT2G22990.3"", ""AT2G22990.2"", ""AT2G22990.4"")"
AT2G23980	E005	38.6876675073223	0.0063048879067007	32.1466956338154	1.42959630633614e-08	4.08726109705377e-06	7.40526472528259	11.8847184837697	1.37159163704123	2	10202912	10202980	69	-	16	25	20	68	67	48	"c(""AT2G23980.3"", ""AT2G23980.7"", ""AT2G23980.2"", ""AT2G23980.8"")"	AT2G23980:E005	AT2G23980	E005	113.16903420456	0.0141691477892858	31.3303778996814	2.17647321022396e-08	1.59321907162619e-05	11.3006412359163	17.5388377610315	1.31203246154629	2	10202912	10202980	69	-	61	35	108	156	147	193	"c(""AT2G23980.3"", ""AT2G23980.7"", ""AT2G23980.2"", ""AT2G23980.8"")"
AT2G23985	E009	37.8243887079244	0.0064632263026242	39.7165496858133	2.93626782724082e-10	1.10491470469677e-07	7.20273056807503	12.1495775031937	1.51591772172119	2	10205475	10205501	27	+	15	23	26	49	56	67	"c(""AT2G23985.5"", ""AT2G23985.25"", ""AT2G23985.13"", ""AT2G23985.21"", ""AT2G23985.10"", ""AT2G23985.6"", ""AT2G23985.22"", ""AT2G23985.3"", ""AT2G23985.11"", ""AT2G23985.14"", ""AT2G23985.12"", ""AT2G23985.20"")"	AT2G23985:E009	AT2G23985	E009	27.9993990821809	0.0082560545723425	13.6904509751654	0.0002155476987982	0.0368624215198048	6.29866767064662	9.18565666909092	1.09959672594201	2	10205475	10205501	27	+	17	17	26	28	44	40	"c(""AT2G23985.5"", ""AT2G23985.25"", ""AT2G23985.13"", ""AT2G23985.21"", ""AT2G23985.10"", ""AT2G23985.6"", ""AT2G23985.22"", ""AT2G23985.3"", ""AT2G23985.11"", ""AT2G23985.14"", ""AT2G23985.12"", ""AT2G23985.20"")"
AT2G25740	E002	119.518966513406	0.0054699735627073	55.8139290638648	7.96650940215851e-14	4.48021314473771e-11	10.6798367351462	17.6878840596936	1.47096192651272	2	10980345	10980620	276	+	24	27	24	260	218	213	AT2G25740.2	AT2G25740:E002	AT2G25740	E002	178.612317154638	0.0086394012735609	56.6541385586183	5.19613796233328e-14	1.01748175509429e-10	10.3193024533572	18.8561979153818	1.79990863369305	2	10980345	10980620	276	+	31	22	174	247	316	325	AT2G25740.2
AT2G25910	E004	39.7881413689086	0.0046756066355526	40.6323625434044	1.83738232354209e-10	7.17412181895966e-08	12.2113259687054	7.44022218876773	-1.43679019585811	2	11049623	11049625	3	-	39	55	69	20	25	28	AT2G25910.2	AT2G25910:E004	AT2G25910	E004	21.2257846801266	0.0112172955392932	25.9831186566966	3.44415877371912e-07	0.0001786537616624	9.68814738870775	5.56770135283783	-1.61363950620543	2	11049623	11049625	3	-	32	34	13	14	11	24	AT2G25910.2
AT2G26590	E016	69.262469739248	0.0053554478030316	13.5812547121004	0.0002284554798097	0.0181741221737996	14.7915225286936	11.7107958204029	-0.68011519889393	2	11314985	11314986	2	-	52	98	77	68	60	64	"c(""AT2G26590.3"", ""AT2G26590.2"")"	AT2G26590:E016	AT2G26590	E016	42.8933348505625	0.0061463158038912	19.2406787449035	1.15231619746791e-05	0.0035050997469076	12.3271797612155	8.76893527626008	-1.0010501333414	2	11314985	11314986	2	-	55	67	25	30	36	46	"c(""AT2G26590.3"", ""AT2G26590.2"")"
AT2G26590	E017	69.7192107969232	0.005890410444219	12.7256567566958	0.0003606731753562	0.025624318654533	14.8225799454966	11.7710020699551	-0.671333279396583	2	11314987	11315019	33	-	52	99	77	70	60	64	AT2G26590.3	AT2G26590:E017	AT2G26590	E017	43.2472859678264	0.0058241505156343	18.8418363622979	1.42017622552913e-05	0.0040746052395895	12.3273164172964	8.83342605075792	-0.979662840709378	2	11314987	11315019	33	-	55	67	26	31	36	46	AT2G26590.3
AT2G27340	E003	94.6635092705033	0.0078193702292061	18.2679167229675	1.91912314426595e-05	0.0024920146460677	12.6273825604017	16.7667312024279	0.827404913913727	2	11697164	11697448	285	+	50	37	59	155	152	137	AT2G27340.2	AT2G27340:E003	AT2G27340	E003	101.884578695667	0.0023145314539816	26.9976628508588	2.03701612838991e-07	0.0001147851260951	11.4959582975736	15.3852692846216	0.866290270504366	2	11697164	11697448	285	+	32	52	134	110	141	159	AT2G27340.2
AT2G28060	E007	18.1019149166309	0.0137224427169532	12.5892735473348	0.0003879669109578	0.0269644906470589	7.93740228404388	5.13301319206704	-1.26053281876504	2	11952027	11952042	16	-	19	34	21	10	10	12	"c(""AT2G28060.4"", ""AT2G28060.2"", ""AT2G28060.3"")"	AT2G28060:E007	AT2G28060	E007	15.0908231084413	0.0161163579444787	13.1463335960552	0.000288082400681	0.0448595270690787	7.6741643937153	4.81384217584856	-1.35437692567408	2	11952027	11952042	16	-	29	27	7	9	4	14	"c(""AT2G28060.4"", ""AT2G28060.2"", ""AT2G28060.3"")"
AT2G28550	E008	73.3421560600906	0.0027052255715359	104.556906885439	1.52742925409098e-24	1.95421844483823e-21	10.0804036620914	17.7780981413639	1.6535116672909	2	12226969	12227013	45	-	45	59	55	108	102	84	"c(""AT2G28550.6"", ""AT2G28550.3"", ""AT2G28550.2"", ""AT2G28550.4"")"	AT2G28550:E008	AT2G28550	E008	40.268507080096	0.0120000716990635	26.8991616034153	2.14351847409345e-07	0.0001198277583189	6.82137997345454	11.5877638110828	1.55035561713336	2	12226969	12227013	45	-	26	17	41	51	44	70	"c(""AT2G28550.6"", ""AT2G28550.3"", ""AT2G28550.2"", ""AT2G28550.4"")"
AT2G28550	E009	59.7853215319256	0.0037404860761055	63.3984835278849	1.6884795193719001e-15	1.11258480948141e-12	9.47181663118988	15.6117017153774	1.4536246709658	2	12227014	12227119	106	-	44	49	47	77	89	60	"c(""AT2G28550.6"", ""AT2G28550.2"")"	AT2G28550:E009	AT2G28550	E009	17.7271573324607	0.0143897907381778	16.0619310074622	6.13041364699235e-05	0.0139208687318507	4.42109983152204	7.73280695119762	1.6230174207584	2	12227014	12227119	106	-	10	8	19	23	25	23	"c(""AT2G28550.6"", ""AT2G28550.2"")"
AT2G29290	E008	341.021007878956	0.0007219869400226	17.1644911065328	3.42784346841903e-05	0.0040204492567331	27.0785139334598	29.9045075141284	0.298678113795717	2	12587743	12588174	432	+	295	419	491	272	308	266	AT2G29290.2	AT2G29290:E008	AT2G29290	E008	194.87803934508	0.0023284476825206	13.9108050470874	0.0001916933067232	0.0337406066121393	22.720807481471	19.759631248962	-0.433257630719591	2	12587743	12588174	432	+	218	215	156	163	216	208	AT2G29290.2
AT2G32700	E022	137.283948274097	0.0014279855067423	23.4970995454364	1.25102223281286e-06	0.0002291998131309	19.9658144027202	16.4041345787787	-0.576848288221891	2	13870117	13870122	6	+	130	181	193	113	97	104	"c(""AT2G32700.1"", ""AT2G32700.5"", ""AT2G32700.2"", ""AT2G32700.3"", ""AT2G32700.4"", ""AT2G32700.7"")"	AT2G32700:E022	AT2G32700	E022	80.3729805117771	0.0080310178057951	13.9766586785887	0.0001850942765166	0.0327261722402816	15.9938995030231	12.4154249595576	-0.755500762304243	2	13870117	13870122	6	+	120	122	36	62	67	75	"c(""AT2G32700.1"", ""AT2G32700.5"", ""AT2G32700.2"", ""AT2G32700.3"", ""AT2G32700.4"", ""AT2G32700.7"")"
AT2G34410+AT2G08665	E003	77.8316478083808	0.0035004998161751	27.516821727963	1.55734083209104e-07	3.57931943040326e-05	16.1761445437737	12.0618783262673	-0.855720733434432	2	14518406	14518751	346	+	56	88	112	77	61	79	"c(""AT2G34410.3"", ""AT2G34410.2"", ""AT2G34410.1"")"	AT2G34410+AT2G08665:E003	AT2G34410+AT2G08665	E003	82.674771692714	0.0190582813142385	20.1575427948907	7.13184555440444e-06	0.0023238169810152	16.3372980644019	12.0679274668932	-0.903475596101002	2	14518406	14518751	346	+	82	91	47	83	80	125	"c(""AT2G34410.3"", ""AT2G34410.2"", ""AT2G34410.1"")"
AT2G35390	E011	301.125562773306	0.0008223910322336	362.023141605398	1.0210666146639999e-80	1.11974540963832e-76	16.0589848501828	30.7869600137317	1.93047601922939	2	14897108	14897215	108	-	55	81	80	585	627	508	AT2G35390.1	AT2G35390:E011	AT2G35390	E011	256.875341042067	0.0105685805164494	65.2754393512855	6.51280018623937e-16	1.59412996058558e-12	14.2001990925337	24.8937816496142	1.7207290586678	2	14897108	14897215	108	-	69	66	279	373	349	460	AT2G35390.1
AT2G35390	E012	286.88943385092	0.0025555472117068	180.094659548826	4.62117406058272e-41	1.39115461474758e-37	16.9792388622889	29.671889540267	1.65579997113076	2	14897216	14897437	222	-	73	84	84	527	601	465	"c(""AT2G35390.4"", ""AT2G35390.1"")"	AT2G35390:E012	AT2G35390	E012	419.110427119455	0.0045734893573366	149.330626677522	2.42812434332251e-34	2.9259271894627497e-30	17.5460392005016	30.9756116625242	1.79622944196003	2	14897216	14897437	222	-	101	109	516	607	542	719	"c(""AT2G35390.4"", ""AT2G35390.1"")"
AT2G36680	E007	66.5238623287103	0.006814685494987	66.7234952157218	3.12389517772877e-16	2.24117582540513e-13	9.19523917967993	16.3156390172332	1.6685035704172	2	15369367	15369448	82	-	15	44	43	105	123	95	"c(""AT2G36680.4"", ""AT2G36680.3"")"	AT2G36680:E007	AT2G36680	E007	191.810231983516	0.0016635316720895	116.87972602032	3.05014872399586e-27	2.0774430343973901e-23	13.7289881761323	21.9544586979593	1.42565181109062	2	15369367	15369448	82	-	67	66	243	233	274	298	"c(""AT2G36680.4"", ""AT2G36680.3"")"
AT2G38170	E003	840.106223742852	0.0003315076109204	195.904781101183	1.63510473401405e-44	5.57861399584836e-41	39.2488215452412	48.7076294472463	0.685538006407524	2	15989509	15990228	720	-	478	719	811	1096	1103	991	AT2G38170.3	AT2G38170:E003	AT2G38170	E003	372.118574658734	0.0063214911404105	83.6980847145048	5.76410477406483e-20	2.2023379050409798e-16	21.3887757137564	33.0957692189854	1.41182909009193	2	15989509	15990228	720	-	251	251	422	430	403	513	AT2G38170.3
AT2G38280	E002	218.555131273784	0.000941375789932	29.2833046445814	6.25321474411531e-08	1.58686952010582e-05	20.9977993868904	24.9118203299705	0.506893829171712	2	16033727	16033741	15	-	108	177	172	303	313	287	AT2G38280.2	AT2G38280:E002	AT2G38280	E002	154.830749637278	0.007262805986602	18.0686835000017	2.13077368855679e-05	0.005734164070108	15.9308593058434	20.6722589340019	0.793761469415341	2	16033727	16033741	15	-	101	136	186	197	129	188	AT2G38280.2
AT2G39580	E012	42.1238038126003	0.0055017739378419	16.1353918906572	5.89716499671705e-05	0.0062656867954738	8.40491951458677	11.6565426914388	0.948667402645111	2	16514760	16514774	15	+	25	26	22	72	70	47	AT2G39580.1	AT2G39580:E012	AT2G39580	E012	27.0299780043261	0.0116921819620522	13.8583610226742	0.0001971177501742	0.0345015528494994	5.37537248422845	8.67378488834191	1.3919220845276	2	16514760	16514774	15	+	10	11	40	31	36	37	AT2G39580.1
AT2G39730	E003	43035.8166730254	0.0006222678785026	242.741893159843	9.92805725283858e-55	5.44376653581538e-51	160.419904952542	176.891432911998	0.61762616019457	2	16571180	16571190	11	-	23977	35434	40192	59870	59242	48403	"c(""AT2G39730.3"", ""AT2G39730.2"")"	AT2G39730:E003	AT2G39730	E003	16759.2152271246	0.0008518298130447	119.709980975372	7.32196627227796e-28	6.3722258915827006e-24	91.3453135935615	99.381240060071	0.537657428335537	2	16571180	16571190	11	-	10130	10810	21924	20021	17371	21496	"c(""AT2G39730.3"", ""AT2G39730.2"")"
AT2G41060+AT2G41070	E003	1509.86897987495	0.0016145900796727	12.0590176410413	0.000515424455558	0.0329583992760659	58.5785544270398	55.3596238108134	-0.190289249766582	2	17127006	17128506	1501	+	1008	1415	1580	1760	1865	1630	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"	AT2G41060+AT2G41070:E003	AT2G41060+AT2G41070	E003	808.015869531705	0.0010972635192	39.5267383850475	3.2359816098693403e-10	3.37948660766167e-07	39.8300813658449	37.3588693399095	-0.229322758764823	2	17127006	17128506	1501	+	681	737	750	738	922	1110	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"
AT2G41430	E005	356.209190116224	0.0019894651277185	42.2091677538582	8.201464297312319e-11	3.38486777840419e-08	26.7037794346961	32.5220546069195	0.594941376823117	2	17269510	17269719	210	+	234	365	399	367	437	381	AT2G41430.4	AT2G41430:E005	AT2G41430	E005	272.102093529375	0.0026963934730357	15.9295596840808	6.57439003396765e-05	0.0146794839194351	26.523604021212	23.1265172881205	-0.435919483712354	2	17269510	17269719	210	+	284	340	240	240	241	297	AT2G41430.4
AT2G41640+AT2G41650	E005	449.090960081985	0.0007723493968108	21.0426407998994	4.49174730693571e-06	0.0007168585904717	31.4176252706417	33.8249363026017	0.224941784727841	2	17361178	17362318	1141	+	280	341	419	640	576	515	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"	AT2G41640+AT2G41650:E005	AT2G41640+AT2G41650	E005	615.345163695136	0.0085971399458759	36.0122415307612	1.96081784858823e-09	1.79629261764353e-06	29.2998049272232	35.644394238872	0.663008112103345	2	17361178	17362318	1141	+	336	356	782	805	669	789	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"
AT2G41640+AT2G41650	E007	231.508079912356	0.0016520823839577	824.407583541718	2.66386173169724e-181	4.0898269166747695e-176	33.538855825961	10.0298724917995	-3.5611379207154	2	17362645	17362890	246	+	284	428	486	55	45	44	AT2G41650.1	AT2G41640+AT2G41650:E007	AT2G41640+AT2G41650	E007	120.800294917099	0.0347653910879947	50.1954972220539	1.39166780672097e-12	2.2709119297755603e-09	25.1969326253414	10.3871034176367	-2.68437153478895	2	17362645	17362890	246	+	242	251	76	55	38	42	AT2G41650.1
AT2G41640+AT2G41650	E008	679.070364955985	0.0057694882019989	747.802123473704	1.20586861512011e-164	9.25685042396956e-160	54.865119765538	16.2064905531486	-3.72587318205593	2	17362891	17363788	898	+	908	1307	1298	159	120	101	"c(""AT2G41640.2"", ""AT2G41650.1"")"	AT2G41640+AT2G41650:E008	AT2G41640+AT2G41650	E008	535.365456632741	0.0244591534103291	102.629693691231	4.0403175376679104e-24	2.10974607636918e-20	47.2254273495687	20.6688276688084	-2.80720917342257	2	17362891	17363788	898	+	1021	1227	276	246	151	211	"c(""AT2G41640.2"", ""AT2G41650.1"")"
AT2G41640+AT2G41650	E010	2131.23054125514	0.0010702727220143	374.972200467178	1.5474305924726598e-83	1.9798084905193998e-79	58.935060528712	70.3561796042737	0.619626843834121	2	17364033	17364518	486	+	1115	1331	1710	3208	2970	2915	AT2G41650.1	AT2G41640+AT2G41650:E010	AT2G41640+AT2G41650	E010	2436.63734191577	0.0041876665486423	36.0403459192117	1.93273973618211e-09	1.78098555972e-06	56.5992129631293	57.6233147673391	0.0776457522612031	2	17364033	17364518	486	+	1848	1901	2395	2568	2574	3662	AT2G41650.1
AT2G41840+AT2G41835	E001	316.76291098578	0.0012962407192458	111.518640554303	4.55502243637879e-26	6.5358186416564e-23	32.0891840824759	23.7187858946431	-0.907654030088207	2	17457699	17458760	1062	-	264	372	441	269	309	257	AT2G41835.1	AT2G41840+AT2G41835:E001	AT2G41840+AT2G41835	E001	144.226053918979	0.0018352984582418	26.5939524326027	2.51028292930722e-07	0.0001365419588339	20.4764903638276	16.8006777794921	-0.604061098611838	2	17457699	17458760	1062	-	187	183	113	122	127	131	AT2G41835.1
AT2G41880	E020	23.6877846825793	0.0075395217106543	17.9053943843243	2.32162130094853e-05	0.0029192343843949	6.22921960914186	9.37823909141872	1.18429949787893	2	17476900	17476914	15	+	12	22	17	28	37	31	"c(""AT2G41880.8"", ""AT2G41880.6"")"	AT2G41880:E020	AT2G41880	E020	12.365392816039	0.0212209041329707	20.2322252982347	6.85877629349699e-06	0.0022572290418674	3.18473459090737	6.85275314052076	2.22002872948256	2	17476900	17476914	15	+	1	9	16	16	16	18	"c(""AT2G41880.8"", ""AT2G41880.6"")"
AT2G43200+AT2G43190+AT2G43210	E020	512.041544730671	0.0016699379606429	36.9706686648474	1.19919720094782e-09	4.10050659825208e-07	37.1310643928324	31.7617646387308	-0.478697574427017	2	17958227	17958898	672	+	428	715	743	396	437	365	"c(""AT2G43200.2"", ""AT2G43200.1"")"	AT2G43200+AT2G43190+AT2G43210:E020	AT2G43200+AT2G43190+AT2G43210	E020	137.223402199194	0.0020752810614015	21.0835019414405	4.39697527350955e-06	0.0015711743091481	15.1545509098746	18.695674293771	0.634976789533615	2	17958227	17958898	672	+	95	90	141	151	159	206	"c(""AT2G43200.2"", ""AT2G43200.1"")"
AT2G43500	E010	5.37738396433807	0.0325142536868492	15.1526971034722	9.91565673669171e-05	0.0095325659285177	4.78490058268048	1.84485382645755	-2.75146013190038	2	18062596	18062599	4	+	5	11	12	2	1	1	"c(""AT2G43500.11"", ""AT2G43500.9"", ""AT2G43500.3"", ""AT2G43500.2"", ""AT2G43500.10"", ""AT2G43500.4"", ""AT2G43500.1"", ""AT2G43500.7"")"	AT2G43500:E010	AT2G43500	E010	3.05713601930902	0.086222724735079	13.3828958648687	0.0002539293622023	0.0413928641495497	4.29649869515789	1.32756550201202	-3.39284447717738	2	18062596	18062599	4	+	9	6	0	0	1	2	"c(""AT2G43500.11"", ""AT2G43500.9"", ""AT2G43500.3"", ""AT2G43500.2"", ""AT2G43500.10"", ""AT2G43500.4"", ""AT2G43500.1"", ""AT2G43500.7"")"
AT2G43910	E010	57.4093556996278	0.005169617180107	19.4835618734145	1.01469146397394e-05	0.0014545805832298	10.055736752393	13.5941673856262	0.876348705437993	2	18186254	18186409	156	-	17	38	49	99	95	68	AT2G43910.3	AT2G43910:E010	AT2G43910	E010	483.553722233766	0.0053633577135697	75.9517094057779	2.9068734464013798e-18	9.293215084197331e-15	22.9831906510815	34.0935658510729	1.28886304459456	2	18186254	18186409	156	-	209	230	511	562	642	848	AT2G43910.3
AT2G44180	E009	18.2030087869052	0.0223027483796369	11.7278907745313	0.0006157033472257	0.0374491576713411	5.19943890539392	8.2022111064075	1.31839980346438	2	18271086	18271152	67	-	8	13	11	18	31	32	AT2G44180.2	AT2G44180:E009	AT2G44180	E009	22.1069431095014	0.0144751580214113	41.094774471744	1.45023547805126e-10	1.63440495041501e-07	2.39050760932282	8.13374869500844	3.54799083625328	2	18271086	18271152	67	-	3	1	34	34	36	26	AT2G44180.2
AT2G46100+AT2G46090	E001	133.134094892609	0.0081221413390149	15.0170744550069	0.0001065428391298	0.0100661674409859	19.4665428167925	15.2461126801955	-0.716314188821696	2	18950802	18951102	301	+	155	155	232	73	77	87	AT2G46090.1	AT2G46100+AT2G46090:E001	AT2G46100+AT2G46090	E001	177.857411758887	0.0019730983615754	22.7560074500377	1.83928263525113e-06	0.0007641464811333	22.3383224233288	18.9163108635789	-0.51385983755621	2	18950802	18951102	301	+	265	261	123	128	122	165	AT2G46090.1
AT2G46100+AT2G46090	E002	125.585388384075	0.0022660742511767	20.1414129519077	7.19224126324881e-06	0.0010772924889235	18.7600217112714	15.2571573616747	-0.605464414825549	2	18951263	18951339	77	+	128	168	210	71	87	80	AT2G46090.1	AT2G46100+AT2G46090:E002	AT2G46100+AT2G46090	E002	147.102478443704	0.0038349992845751	22.234810988933	2.41259744307629e-06	0.0009495935041527	20.8518837835602	16.9131383139352	-0.640055436894502	2	18951263	18951339	77	+	240	213	98	90	108	129	AT2G46090.1
AT2G46100+AT2G46090	E008	211.329861962319	0.0015212210121765	14.8031290302347	0.0001193373275878	0.0109871940787816	23.7239978805071	20.7333065876873	-0.398941328443888	2	18952193	18952277	85	+	190	294	336	147	146	151	AT2G46090.1	AT2G46100+AT2G46090:E008	AT2G46100+AT2G46090	E008	184.902374147024	0.0050406478893403	18.2236687865357	1.96422641855502e-05	0.0053699824942317	22.9747104534396	18.9974616628953	-0.588756990404518	2	18952193	18952277	85	+	279	280	133	113	159	135	AT2G46090.1
AT2G46100+AT2G46090	E018	990.987633232874	0.0004246573126826	13.0445195443843	0.0003041731803841	0.0225178665016664	45.7643919782359	48.284310187236	0.172426785059635	2	18953989	18954055	67	+	862	1161	1271	990	819	852	"c(""AT2G46100.1"", ""AT2G46100.2"")"	AT2G46100+AT2G46090:E018	AT2G46100+AT2G46090	E018	567.178387794491	0.0015813282285861	14.4982267150495	0.0001402915430839	0.0266387282511279	32.2878431233819	35.6636129923171	0.341009140803397	2	18953989	18954055	67	+	547	657	558	512	550	593	"c(""AT2G46100.1"", ""AT2G46100.2"")"
AT2G46420	E004	74.1015432101418	0.0136835353492085	33.157115579543	8.50047358551192e-09	2.55396812051594e-06	9.77324472328982	16.0923096895482	1.45144024350868	2	19054066	19054760	695	+	29	42	25	138	133	101	AT2G46420.3	AT2G46420:E004	AT2G46420	E004	54.5049166663609	0.0190676288130464	22.1084665480272	2.57670791236416e-06	0.0010040956415116	7.25297457098807	12.337850234552	1.55720358248443	2	19054066	19054760	695	+	19	19	52	85	67	96	AT2G46420.3
AT2G47640	E007	361.131702503065	0.0008702860511894	45.3032878178893	1.6876557821963e-11	7.48860671215603e-09	26.7379281891505	31.7687674670228	0.519820935041865	2	19537860	19537862	3	+	191	290	274	554	519	420	"c(""AT2G47640.1"", ""AT2G47640.4"")"	AT2G47640:E007	AT2G47640	E007	245.845171426087	0.0054545869524656	16.8977962287128	3.94473545593784e-05	0.0097162059535153	20.0966198018702	24.5535340532541	0.625876638787775	2	19537860	19537862	3	+	163	175	262	275	233	408	"c(""AT2G47640.1"", ""AT2G47640.4"")"
AT3G01310	E031	14.5119903141111	0.019209045666528	15.1864016068497	9.74023162842104e-05	0.0093992316902041	4.60165231909286	7.75914824083688	1.51048574426467	3	101357	101513	157	-	6	13	11	27	16	18	AT3G01310.3	AT3G01310:E031	AT3G01310	E031	40.803275526029	0.0303321836412087	19.0198745601942	1.29364001073089e-05	0.003816408568004	5.97105737887159	11.2467691891004	1.84908858412154	3	101357	101513	157	-	15	13	44	27	65	96	AT3G01310.3
AT3G03773	E006	16.0081594641846	0.019950450885656	16.0615282773175	6.13171761751039e-05	0.0064523824936008	4.32771959801798	7.66294779285928	1.65165190540489	3	952867	953062	196	+	2	7	10	23	26	34	AT3G03773.3	AT3G03773:E006	AT3G03773	E006	26.6407819397746	0.0299839451943467	33.6752654040692	6.51235101071966e-09	5.48480005661966e-06	3.262458778652	9.21294051747523	3.01355403394978	3	952867	953062	196	+	6	2	34	48	26	49	AT3G03773.3
AT3G04610	E009	149.702712746221	0.0057420292190925	32.5360792436526	1.17000185096349e-08	3.39565943626511e-06	15.4960007230229	21.2694982779789	0.93000610506962	3	1254283	1254768	486	-	69	92	63	228	242	239	"c(""AT3G04610.2"", ""AT3G04610.3"")"	AT3G04610:E009	AT3G04610	E009	241.381696260966	0.002598601753785	42.3242978123306	7.732588361057789e-11	9.03974202937631e-08	18.819940846666	24.3109428943707	0.795776124343392	3	1254283	1254768	486	-	128	152	286	266	279	373	"c(""AT3G04610.2"", ""AT3G04610.3"")"
