groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts_y
AT3G56950	E006	1366.46651373521	0.0021926314826659	83.6949642051764	5.77321045692753e-20	2.89952874544992e-17	53.32945278971	48.6098486746963	-0.323318400217552	3	21079357	21079856	500	-	1386	2084	1577	1396	1897	2063	1395	889	1130	1377	1622	542	"c(""AT3G56950.1"", ""AT3G56950.2"")"	AT3G56950:E006	AT3G56950	E006	597.05006886979	0.0006834672675258	18.1749338275409	2.01513690771579e-05	0.0100472561813257	27.7226027283527	29.814579338044	0.219665638239437	3	21079357	21079856	500	-	492	522	675	740	"c(""AT3G56950.1"", ""AT3G56950.2"")"
AT3G57050	E014	970.917590310132	0.0008673305888742	91.7458064392349	9.85569118499389e-22	5.76021307720255e-19	46.8056187238447	41.5176292359138	-0.40078432928448	3	21114162	21114206	45	-	932	1374	1286	1113	1542	1585	783	550	696	1239	1152	331	"c(""AT3G57050.1"", ""AT3G57050.3"", ""AT3G57050.4"")"	AT3G57050:E014	AT3G57050	E014	263.891720948141	0.0032718976106793	12.9046339676445	0.0003277696266419	0.0474513056075166	20.8739709993947	17.58656076521	-0.504762862225852	3	21114162	21114206	45	-	310	274	210	251	"c(""AT3G57050.1"", ""AT3G57050.3"", ""AT3G57050.4"")"
AT3G59410	E001	8460.53467066775	0.0046714600117355	84.6535452922165	3.55505876328351e-20	1.80201978645549e-17	88.146440985177	102.613312886103	0.730963965868499	3	21948851	21949824	974	+	4753	7386	6435	5620	6437	6347	11403	8746	9824	13306	14143	5966	AT3G59410.3	AT3G59410:E001	AT3G59410	E001	2745.34965215847	0.0020674306032245	62.8422038736905	2.23948312738576e-15	2.5103166190269598e-11	62.1710499605138	52.4390398724966	-0.579198662388489	3	21948851	21949824	974	+	3101	2840	2470	2470	AT3G59410.3
AT3G59410	E018	215.915208851346	0.0048254328821298	17.857126373382	2.38125831162724e-05	0.0016295022341818	22.498662474981	21.533463458303	-0.131631017958077	3	21953954	21954008	55	+	175	218	216	201	274	278	185	201	218	316	278	108	"c(""AT3G59410.4"", ""AT3G59410.1"", ""AT3G59410.3"", ""AT3G59410.2"", ""AT3G59410.5"")"	AT3G59410:E018	AT3G59410	E018	45.7172289924934	0.0074840585812294	25.6702015418864	4.05033156004752e-07	0.0006629998700809	6.3432153788666	9.57114631173252	1.19115393884849	3	21953954	21954008	55	+	26	24	71	71	"c(""AT3G59410.4"", ""AT3G59410.1"", ""AT3G59410.3"", ""AT3G59410.2"", ""AT3G59410.5"")"
AT3G59410	E019	321.728149919976	0.0030598238217348	50.8078688024892	1.0186451171039699e-12	2.67670599795552e-10	27.8847087806301	25.450598793188	-0.279110241363359	3	21954188	21954357	170	+	270	377	324	298	470	409	259	271	275	452	419	177	"c(""AT3G59410.4"", ""AT3G59410.1"", ""AT3G59410.3"", ""AT3G59410.2"", ""AT3G59410.5"")"	AT3G59410:E019	AT3G59410	E019	57.1366264318364	0.0117804100812153	14.1079644922058	0.00017261136792	0.033115005597871	7.6587318219207	10.294740126561	0.857327756684865	3	21954188	21954357	170	+	41	32	91	73	"c(""AT3G59410.4"", ""AT3G59410.1"", ""AT3G59410.3"", ""AT3G59410.2"", ""AT3G59410.5"")"
AT4G01050+AT4G01040	E010	778.701550597614	0.0017908197122846	32.0264348870127	1.52088834878163e-08	2.28108251412882e-06	41.9203645752654	38.2033095931917	-0.303090210714293	4	455157	455548	392	+	759	1022	920	711	1074	897	817	508	699	924	1020	391	"c(""AT4G01040.2"", ""AT4G01040.1"")"	AT4G01050+AT4G01040:E010	AT4G01050+AT4G01040	E010	241.641452888943	0.0018643717559095	13.3601379505976	0.0002570293994567	0.0421026738953376	17.1634067838589	19.9696703765692	0.445440186605941	4	455157	455548	392	+	196	200	287	303	"c(""AT4G01040.2"", ""AT4G01040.1"")"
AT4G01330	E009	267.627572310928	0.0033717942540998	90.9404792875252	1.4805952599876301e-21	8.44309447007945e-19	21.2463069062713	27.5972919931567	0.791876356849405	4	552731	552733	3	+	202	323	277	196	266	261	306	264	254	292	477	154	"c(""AT4G01330.3"", ""AT4G01330.2"")"	AT4G01330:E009	AT4G01330	E009	82.3288519743895	0.0044582615816575	12.8557033679727	0.0003364522197381	0.0481343394675625	9.3367194585301	12.0495510678976	0.740723299798405	4	552731	552733	3	+	47	54	111	132	"c(""AT4G01330.3"", ""AT4G01330.2"")"
AT4G01935	E003	279.971166495288	0.0030856859846246	55.7119791896868	8.390543702770731e-14	2.4478813586367097e-11	25.9348284647564	23.4109336532997	-0.310369990380438	4	841691	841879	189	+	316	441	374	333	509	484	171	201	191	256	268	82	AT4G01935.1	AT4G01935:E003	AT4G01935	E003	150.933480379611	0.0034250956527837	25.7754025181042	3.83545482655265e-07	0.0006542410449844	16.7477997340767	12.5262095191307	-0.84812785358472	4	841691	841879	189	+	171	173	114	137	AT4G01935.1
AT4G01935	E005	2351.28598429258	0.0025370028637928	121.421471193619	3.08993196748512e-28	3.05702233062661e-25	59.1882658845476	67.5722253641789	0.503169533287075	4	842097	842364	268	+	2133	3162	2552	2259	3174	2806	2490	1831	2124	2842	3305	968	AT4G01935.1	AT4G01935:E005	AT4G01935	E005	2594.97932135197	0.0004895587106294	79.7488939471403	4.25148518445816e-19	7.413220238691151e-15	55.1124849491297	57.2239102553083	0.127220076402406	4	842097	842364	268	+	2169	2174	3088	3133	AT4G01935.1
AT4G03430	E007	10623.7053060235	0.0037435370296071	118.286999440072	1.50030306524695e-27	1.41607915523929e-24	100.473203103261	107.348566507372	0.339228353126163	4	1517213	1520563	3351	-	8796	14209	10460	9782	11999	10957	11193	9044	10740	14140	15843	5000	"c(""AT4G03430.3"", ""AT4G03430.1"", ""AT4G03430.2"")"	AT4G03430:E007	AT4G03430	E007	4152.95201378072	0.0043442320073659	15.0320752730289	0.0001056993488131	0.0252322146049897	67.4788564036573	69.135127208125	0.0875655622419185	4	1517213	1520563	3351	-	3805	3617	4495	4903	"c(""AT4G03430.3"", ""AT4G03430.1"", ""AT4G03430.2"")"
AT4G05320	E012	39321.7133867601	7.81559381212999e-05	10.5617787955423	0.0011545004378175	0.0354867894260993	143.817340750153	143.294271292108	-0.0244761122300368	4	2718774	2718911	138	+	34993	54177	42397	39819	56633	49094	40650	27991	35108	43658	53105	17643	"c(""AT4G05320.3"", ""AT4G05320.5"", ""AT4G05320.1"", ""AT4G05320.2"", ""AT4G05320.4"")"	AT4G05320:E012	AT4G05320	E012	8080.02286296039	9.82271731941398e-05	13.9497652228268	0.0001877611035788	0.0350603853302646	88.66752564715	86.782382387142	-0.086962543658851	4	2718774	2718911	138	+	8311	7787	7732	8531	"c(""AT4G05320.3"", ""AT4G05320.5"", ""AT4G05320.1"", ""AT4G05320.2"", ""AT4G05320.4"")"
AT4G08980	E009	2466.59462722576	0.0010437603111828	23.2005237548073	1.4595757127648e-06	0.0001458971627868	65.3030080348306	62.6292914350946	-0.15951111931423	4	5758982	5759303	322	+	1700	2656	2359	1918	2737	2529	2949	2267	2419	3757	3807	1313	"c(""AT4G08980.3"", ""AT4G08980.4"", ""AT4G08980.5"", ""AT4G08980.2"", ""AT4G08980.1"")"	AT4G08980:E009	AT4G08980	E009	965.811570575886	0.0007474873465685	14.9421926638204	0.0001108558314996	0.0259178787099484	37.3485656497572	34.9506719500122	-0.205441209913671	4	5758982	5759303	322	+	916	863	969	1156	"c(""AT4G08980.3"", ""AT4G08980.4"", ""AT4G08980.5"", ""AT4G08980.2"", ""AT4G08980.1"")"
AT4G09010	E001	2047.80051724973	0.0029582837713176	11.1742986415866	0.0008293824206447	0.0278215191628126	61.7442147207276	58.2458299745566	-0.216373873230749	4	5777397	5777501	105	-	1844	2767	2254	1954	2746	1840	2159	1670	1905	2804	2847	891	AT4G09010.1	AT4G09010:E001	AT4G09010	E001	1055.34000752064	0.0015102636378552	13.4130344799345	0.0002498818557013	0.0414526527453111	39.6554486874143	35.6488634261979	-0.33161832627018	4	5777397	5777501	105	-	1011	1018	1105	1103	AT4G09010.1
AT4G17060+AT4G17070	E001	2558.05899733052	0.0044573123563317	10.2359769758577	0.0013772764510819	0.0400341355954149	67.4190530282579	63.1825910824636	-0.249997343589538	4	9593381	9595336	1956	-	2146	3248	2799	2411	3178	2828	2817	2032	2336	3425	3731	1135	AT4G17060.1	AT4G17060+AT4G17070:E001	AT4G17060+AT4G17070	E001	1358.96373357541	0.0005183912100027	18.653136467474	1.56789132159845e-05	0.0086333597540269	43.2102307730453	41.2831235151906	-0.14469934806581	4	9593381	9595336	1956	-	1340	1272	1421	1425	AT4G17060.1
AT4G17570	E008	125.130101145385	0.0064644710179326	91.6555415733589	1.03156636824403e-21	5.93777579379447e-19	13.4148920514025	19.7945480837276	1.14811010542125	4	9785984	9785995	12	-	75	108	70	85	114	92	178	116	171	206	200	80	"c(""AT4G17570.2"", ""AT4G17570.3"")"	AT4G17570:E008	AT4G17570	E008	63.0031800902253	0.0055775868856824	34.0197757876003	5.45547715341879e-09	2.12872770334439e-05	7.03359227710004	11.5671065077921	1.44227987488091	4	9785984	9785995	12	-	30	33	99	104	"c(""AT4G17570.2"", ""AT4G17570.3"")"
AT4G21585+AT4G21580	E023	58.1380048572886	0.020349772392995	98.9487713739314	2.59118729235365e-23	1.6954417187164302e-20	14.2481205548156	6.68500384099457	-2.20270563234588	4	11479114	11479206	93	+	79	143	93	86	146	163	21	6	18	30	11	7	"c(""AT4G21585.6"", ""AT4G21585.2"", ""AT4G21585.5"", ""AT4G21585.1"", ""AT4G21585.3"", ""AT4G21585.4"")"	AT4G21585+AT4G21580:E023	AT4G21585+AT4G21580	E023	26.7833260708255	0.0171443437942398	15.8027972948017	7.02984993851021e-05	0.0200978331296303	7.64453532068561	4.41371249753914	-1.58805780452269	4	11479114	11479206	93	+	36	37	12	18	"c(""AT4G21585.6"", ""AT4G21585.2"", ""AT4G21585.5"", ""AT4G21585.1"", ""AT4G21585.3"", ""AT4G21585.4"")"
AT4G26095+AT4G26100	E002	2173.72165953794	0.002566403901593	32.4788244838436	1.20498367899431e-08	1.84950354737004e-06	64.1328904712126	58.645028674861	-0.335077670197441	4	13224338	13227265	2928	-	2118	3133	2416	2295	3387	3031	1891	1423	1718	2399	2961	924	"c(""AT4G26095.1"", ""AT4G26095.2"")"	AT4G26095+AT4G26100:E002	AT4G26095+AT4G26100	E002	654.251294819258	0.0013768826708333	19.7898961010739	8.64384028757312e-06	0.0056756757329252	31.6594234612443	28.3407881038594	-0.335634500558218	4	13224338	13227265	2928	-	702	640	582	690	"c(""AT4G26095.1"", ""AT4G26095.2"")"
AT4G26530+AT4G26520+AT4G26510	E025	352.772051443324	0.0030617217427753	19.2031283560908	1.17520642341972e-05	0.0008997972090026	26.5741275350567	28.7768390776753	0.244372429390893	4	13388784	13389037	254	+	314	441	341	296	315	324	385	332	324	456	594	196	"c(""AT4G26520.4"", ""AT4G26520.1"", ""AT4G26520.3"", ""AT4G26520.2"")"	AT4G26530+AT4G26520+AT4G26510:E025	AT4G26530+AT4G26520+AT4G26510	E025	513.893114917479	0.001322341456452	19.1895084872109	1.18362129265511e-05	0.0070358664044567	28.609325227337	24.9349304838518	-0.412598932788605	4	13388784	13389037	254	+	559	480	480	537	"c(""AT4G26520.4"", ""AT4G26520.1"", ""AT4G26520.3"", ""AT4G26520.2"")"
AT4G26965	E003	108.573046182415	0.0090323344010657	78.8619037947045	6.660688579528121e-19	3.11651910767254e-16	12.9216153521199	19.2931009539816	1.18138086974409	4	13539829	13539832	4	+	107	158	73	114	136	112	138	119	83	128	140	41	AT4G26965.2	AT4G26965:E003	AT4G26965	E003	55.2646618505061	0.010514592847203	23.4314696259092	1.2944357400804e-06	0.0015159484710937	7.03548683579916	11.0587736928791	1.31088788125235	4	13539829	13539832	4	+	31	46	65	87	AT4G26965.2
AT4G27040	E002	370.430199356416	0.0014873508938276	32.2095881489723	1.38406051638554e-08	2.08921899565284e-06	26.9078641701369	30.0923826499711	0.344461711439743	4	13572889	13573060	172	-	298	490	396	317	428	411	409	355	298	479	534	184	"c(""AT4G27040.3"", ""AT4G27040.2"", ""AT4G27040.4"", ""AT4G27040.1"")"	AT4G27040:E002	AT4G27040	E002	299.756785602098	0.0015424008093785	24.4062723225529	7.80142790600964e-07	0.001079624892553	22.4236360133188	18.7433800557527	-0.529612236501411	4	13572889	13573060	172	-	319	307	292	274	"c(""AT4G27040.3"", ""AT4G27040.2"", ""AT4G27040.4"", ""AT4G27040.1"")"
AT4G28706+AT4G28710	E005	188.952304313869	0.0086840066139736	137.563770827002	9.078061306812641e-32	1.1647720035472298e-28	25.3069928813543	14.8338999725666	-1.59190229784411	4	14167969	14167974	6	+	323	340	358	267	339	330	88	65	87	152	121	33	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"")"	AT4G28706+AT4G28710:E005	AT4G28706+AT4G28710	E005	82.4630071654948	0.004430695589328	16.5080115757556	4.84449417511489e-05	0.01636597282232	12.0823345125773	9.05749809333807	-0.836653607688852	4	14167969	14167974	6	+	110	99	57	54	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"")"
AT4G28706+AT4G28710	E006	320.893915805733	0.0088126883083899	147.746892030599	5.3883974830932595e-34	8.19395643929049e-31	32.2992168022339	19.3315386954293	-1.56134372220145	4	14167975	14168038	64	+	502	579	617	481	523	589	144	129	150	255	187	66	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E006	AT4G28706+AT4G28710	E006	156.84335984799	0.0040332831811389	14.647028575985	0.0001296388618234	0.0286137218351902	16.2549728193214	13.0801823903078	-0.634596844579668	4	14167975	14168038	64	+	211	170	104	129	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E007	273.847518833919	0.0099615876608826	126.996348345172	1.8611564973233e-29	1.93456616372406e-26	29.9649231590811	17.987965780873	-1.54144224239437	4	14168116	14168205	90	+	415	524	515	414	440	496	126	117	121	231	150	57	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E007	AT4G28706+AT4G28710	E007	216.809662427764	0.0025654917559258	34.8895326758895	3.4895182549821804e-09	1.44108839282266e-05	19.4211282578871	14.725773725693	-0.811638911440548	4	14168116	14168205	90	+	278	269	134	162	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E008	320.08513254782	0.0051065383941832	194.367494050245	3.54043656089867e-44	1.03830888798127e-40	31.9636461974553	19.914572086579	-1.44014446185791	4	14168286	14168363	78	+	464	611	551	499	543	564	159	119	141	275	233	71	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E008	AT4G28706+AT4G28710	E008	315.722495685629	0.0012346333581606	20.3368016359731	6.49394693863991e-06	0.004653431904236	22.3872971293947	19.234121806041	-0.448708013653027	4	14168286	14168363	78	+	377	355	247	262	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E009	358.380079134816	0.007273992826068	161.662885089284	4.9016166886149704e-37	9.4706154353484e-34	33.8264758282926	20.8625681739434	-1.47934657401658	4	14168464	14168538	75	+	530	689	625	564	614	629	182	120	156	296	293	67	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E009	AT4G28706+AT4G28710	E009	341.379289613618	0.0016045605864364	17.901856818907	2.32594067895739e-05	0.010928508882918	23.2285464218298	20.0427037269748	-0.436860813337965	4	14168464	14168538	75	+	425	365	256	298	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E010	334.246233793359	0.0067985204874741	166.587747003525	4.11604303406624e-38	8.44982474463458e-35	32.7367547617339	20.223110375485	-1.46921314581042	4	14168655	14168707	53	+	489	632	604	515	576	586	153	108	152	282	283	66	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E010	AT4G28706+AT4G28710	E010	184.202548338508	0.0046657376408742	14.5790553223756	0.0001344001023737	0.0290944308329444	17.6010298051018	14.147339420139	-0.639202015012776	4	14168655	14168707	53	+	253	195	124	149	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E011	482.269175262352	0.0061536643896528	191.314501294491	1.64213507485382e-43	4.64984702781712e-40	38.5801666327382	24.1085136814228	-1.46480454131523	4	14168911	14169061	151	+	685	876	908	718	807	896	230	177	218	407	352	106	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E011	AT4G28706+AT4G28710	E011	388.476672913988	0.0015451177017274	14.0844797385103	0.0001747800298464	0.033327344913526	24.5037471345795	21.6829545488702	-0.363475549460778	4	14168911	14169061	151	+	463	419	298	353	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E042	496.136892634823	0.0042212602608829	11.6862703387087	0.0006296298314129	0.0226834421565234	31.485210368566	33.7543287724028	0.218438362005141	4	14177063	14177144	82	+	373	641	402	497	679	573	404	426	397	653	830	292	AT4G28710.1	AT4G28706+AT4G28710:E042	AT4G28706+AT4G28710	E042	94.1018178024588	0.0040315845493938	30.5319959412744	3.28405391849414e-08	9.04157658742463e-05	9.43318881490242	13.8988611591442	1.12680823408093	4	14177063	14177144	82	+	70	57	132	131	AT4G28710.1
AT4G28706+AT4G28710	E061	630.992807059981	0.0023644195081033	34.4529338345336	4.3668406443754506e-09	7.25151640755378e-07	34.5612006450666	38.1022553234967	0.311982128591399	4	14181476	14181558	83	+	467	747	614	492	808	756	586	447	578	926	975	409	AT4G28710.1	AT4G28706+AT4G28710:E061	AT4G28706+AT4G28710	E061	101.530076360497	0.0037290419083078	17.4303458425673	2.98029818313221e-05	0.0128489333565143	10.4484887214687	13.8433289031177	0.81852785495439	4	14181476	14181558	83	+	87	69	127	134	AT4G28710.1
AT4G31940	E001	1101.15422700536	0.0045106201627189	17.6788399248809	2.61519705500806e-05	0.0017620296355627	45.1171376635778	42.5836757586126	-0.192865884706301	4	15451988	15452511	524	+	1594	2334	1711	971	2551	2528	740	322	739	114	817	265	AT4G31940.1	AT4G31940:E001	AT4G31940	E001	107.357942609583	0.0069385765271491	14.7281643006739	0.0001241773858585	0.0278389733431064	12.9580260948675	10.4235842314456	-0.632829088030121	4	15451988	15452511	524	+	147	143	68	54	AT4G31940.1
AT4G31940	E003	1854.50142608698	0.0047936830425807	15.6529773608897	7.60926904869883e-05	0.0043027532753004	53.9428904132581	58.1465784473288	0.270863429394872	4	15453340	15454224	885	+	2262	3823	2408	1412	4312	3880	1376	852	1186	217	1768	745	AT4G31940.1	AT4G31940:E003	AT4G31940	E003	162.740090842686	0.0100919125071506	16.2472487247321	5.55902607366721e-05	0.0177313723733063	13.6100308274573	17.0807155732561	0.664086235362895	4	15453340	15454224	885	+	151	169	171	160	AT4G31940.1
AT4G33150	E019	1375.6747742052	0.0021803563571684	40.8512049451949	1.6427193964651e-10	3.3681284883927e-08	53.4675177208712	48.2520511467006	-0.357850279595315	4	15988752	15988812	61	-	1198	1924	1567	1751	2549	1868	1124	966	1093	927	1628	687	"c(""AT4G33150.4"", ""AT4G33150.2"", ""AT4G33150.1"")"	AT4G33150:E019	AT4G33150	E019	19.9084420339474	0.0195602567103956	17.2522996495404	3.27301159849495e-05	0.0133759631032138	3.17316022997176	6.53667290945066	2.08794310601011	4	15988752	15988812	61	-	7	4	38	37	"c(""AT4G33150.4"", ""AT4G33150.2"", ""AT4G33150.1"")"
AT4G33650	E015	52.1829726360652	0.0137830189580913	64.0851113683634	1.19158640820365e-15	4.19949826163309e-13	13.2894070409738	7.90192827760643	-1.51381999556488	4	16164960	16164962	3	+	88	79	72	92	115	101	18	13	30	31	44	9	AT4G33650.2	AT4G33650:E015	AT4G33650	E015	18.8585523552869	0.0286809283826071	27.6137154565301	1.48124719909559e-07	0.0003141264921638	6.86129854425329	2.4691850830518	-2.95224466647224	4	16164960	16164962	3	+	30	31	7	2	AT4G33650.2
AT4G34200+AT4G34190	E002	6871.4174594735	0.001799125496258	35.0664822602973	3.1863844652961603e-09	5.43412558156303e-07	89.1401518242233	93.1647460802008	0.206025328315182	4	16372817	16372995	179	-	5713	8809	6726	5374	7107	6350	8455	6338	6634	9762	10463	3300	AT4G34190.1	AT4G34200+AT4G34190:E002	AT4G34200+AT4G34190	E002	8322.42175500494	0.000915241321053	14.4329041059261	0.0001452422875831	0.0303502229463506	85.6162097479391	91.9394819833532	0.290153206423277	4	16372817	16372995	179	-	7567	6812	9044	10425	AT4G34190.1
AT4G34200+AT4G34190	E003	8375.87775682515	0.002941478566623	17.527724552531	2.83148571704685e-05	0.0018765962965376	95.1274713693233	98.560089217087	0.172523131993948	4	16373254	16373364	111	-	7087	11227	8137	6448	8915	7809	11133	7652	8110	11390	12672	3630	AT4G34190.1	AT4G34200+AT4G34190:E003	AT4G34200+AT4G34190	E003	6366.81764956094	0.0004388346174082	25.647602901214	4.09804228596345e-07	0.0006629998700809	77.4706055851172	83.6265904406227	0.296340895059108	4	16373254	16373364	111	-	5772	5202	7151	7756	AT4G34190.1
AT4G34200+AT4G34190	E006	5200.07204574984	0.0056882644187738	23.0318961110272	1.59335836322555e-06	0.0001573544381895	87.6945642792143	79.9455148148809	-0.40853600389778	4	16373737	16374712	976	-	4912	7051	7440	5776	6548	6106	4769	3537	4077	8340	6633	1656	AT4G34200.1	AT4G34200+AT4G34190:E006	AT4G34200+AT4G34190	E006	6622.81214564136	0.000300795490695	55.6159565500807	8.810556799410021e-14	8.54421061797568e-10	83.2450087302418	79.93773604853	-0.158111658674503	4	16373737	16374712	976	-	6880	6426	6186	7016	AT4G34200.1
AT4G34200+AT4G34190	E007	1392.02490537596	0.004473176512674	16.3609765731312	5.23520763427459e-05	0.0031564773057102	54.1245230165121	48.8805249327077	-0.35680808316002	4	16375061	16375156	96	-	1358	1856	1854	1663	1637	1552	1275	953	1191	2189	1721	477	AT4G34200.1	AT4G34200+AT4G34190:E007	AT4G34200+AT4G34190	E007	1171.2617060991	0.0009693299527828	27.6924102598599	1.42219605070695e-07	0.0003057351348404	41.1986740292818	37.4522179863971	-0.298784606908677	4	16375061	16375156	96	-	1316	1140	1068	1140	AT4G34200.1
AT4G34200+AT4G34190	E008	4492.93297240112	0.0040984031818749	28.1194734979154	1.14052470771966e-07	1.46336448279855e-05	83.5929410664662	76.1361982041902	-0.400592942798518	4	16375247	16375734	488	-	4454	6218	6126	5250	5355	5067	3971	3334	3647	6729	5777	1445	AT4G34200.1	AT4G34200+AT4G34190:E008	AT4G34200+AT4G34190	E008	5214.70539000041	0.000172262399897	64.2700339125028	1.0848321824392902e-15	1.50180494285782e-11	76.0030361912736	73.1059080687153	-0.145431380365213	4	16375247	16375734	488	-	5307	5125	4992	5446	AT4G34200.1
AT4G34200+AT4G34190	E009	4099.28088716094	0.0041510221631059	35.9138024327366	2.0624251645005903e-09	3.61876292325065e-07	81.6333171494482	73.1774829874437	-0.460267317658555	4	16376006	16376666	661	-	4297	5871	5956	4714	4757	4587	3566	2786	3233	5904	5515	1321	AT4G34200.1	AT4G34200+AT4G34190:E009	AT4G34200+AT4G34190	E009	5641.69733401258	0.000309551694336	36.5945920038842	1.4543463926508201e-09	7.13225105453395e-06	78.0901883138438	75.6173638647937	-0.122038392212032	4	16376006	16376666	661	-	5797	5408	5552	5835	AT4G34200.1
AT4G35770	E007	1892.41464686789	0.0023339426197335	54.9080685095408	1.2630144041945998e-13	3.6263528256938396e-11	54.7865604825906	61.6085679506676	0.429840885280324	4	16945675	16945774	100	+	1558	2671	2058	1667	2725	2434	1924	1446	1676	1543	3031	970	"c(""AT4G35770.4"", ""AT4G35770.5"")"	AT4G35770:E007	AT4G35770	E007	6.77369242246674	0.0629197952302302	15.4486813624994	8.47760718763976e-05	0.0227176631858625	0.0265603717110423	3.88748618453954	14.3880728984561	4	16945675	16945774	100	+	0	0	16	14	"c(""AT4G35770.4"", ""AT4G35770.5"")"
AT4G37190	E008	1600.57270876405	0.0034584855430748	14.8736809446135	0.0001149557307469	0.0060087241566877	52.4665018810571	56.1195324998535	0.240095558100618	4	17508701	17509747	1047	+	1315	2103	1539	1351	1997	1594	1895	1344	1605	1924	2482	763	"c(""AT4G37190.2"", ""AT4G37190.1"")"	AT4G37190:E008	AT4G37190	E008	832.628627780266	0.0008271217656774	15.9452554643837	6.520099848882e-05	0.0194896340835219	33.0447470955148	34.3087748312869	0.115189808723994	4	17508701	17509747	1047	+	704	742	972	958	"c(""AT4G37190.2"", ""AT4G37190.1"")"
AT4G37553	E009	14.275389337189	0.0751582165124827	16.153725554319	5.84035803269009e-05	0.0034602158473795	7.43310491837704	4.41129741087923	-1.50986236111534	4	17648940	17649004	65	-	19	22	25	24	18	24	2	5	11	22	19	1	"c(""AT4G37553.3"", ""AT4G37553.1"")"	AT4G37553:E009	AT4G37553	E009	6.53027836350771	0.0681098590139989	15.1121411191676	0.0001013096281688	0.0245728303835563	4.23321514652889	1.13434919851841	-3.80113849011107	4	17648940	17649004	65	-	10	12	2	0	"c(""AT4G37553.3"", ""AT4G37553.1"")"
AT4G38260+AT4G09695	E001	10494.1116790421	0.0053374645818723	17.9291287256669	2.29284927934892e-05	0.0015801897727487	106.907512171695	100.520507788349	-0.315272305949106	4	17935407	17936920	1514	-	9117	13774	10589	10561	15045	13324	10887	7400	9193	10860	14925	5422	AT4G09695.1	AT4G38260+AT4G09695:E001	AT4G38260+AT4G09695	E001	3842.86962115036	0.000445640241641	32.2752701299594	1.33805512966279e-08	4.46770913942789e-05	66.9283364943531	65.3636864688601	-0.0844033741214698	4	17935407	17936920	1514	-	3789	3688	3827	4120	AT4G09695.1
AT4G38370	E001	401.211108130305	0.0019171275777096	10.4870076597925	0.0012021691414025	0.0364472295423337	28.8491567246294	30.529567956056	0.175282795594008	4	17969907	17970295	389	-	449	705	507	420	621	449	382	227	283	501	499	141	AT4G38370.1	AT4G38370:E001	AT4G38370	E001	362.210337962955	0.0014221830171903	19.5589867104445	9.75408152807426e-06	0.006098477164471	21.3701524489776	23.9067923776217	0.332987674970564	4	17969907	17970295	389	-	320	343	413	384	AT4G38370.1
