groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT3G09800	E010	157.299142668279	0.0034563477980654	151.636254256772	7.608972146977081e-35	1.24963671364234e-31	14.3491845062675	21.438140052108	1.18902226017676	3	3007939	3008263	325	-	68	119	84	62	112	75	220	215	181	315	342	94	"c(""AT3G09800.3"", ""AT3G09800.4"")"	AT3G09800:E010	AT3G09800	E010	126.612538364326	0.003863231024854	18.1681218248347	2.02235782316016e-05	0.0054810795452194	13.2768207327304	16.9191324110686	0.72621650610432	3	3007939	3008263	325	-	59	54	170	164	151	174	"c(""AT3G09800.3"", ""AT3G09800.4"")"
AT3G09800	E011	120.795719016398	0.0061048370595946	40.4302862784598	2.03757992719817e-10	4.14153250747042e-08	14.0273352763109	18.0773288859787	0.74758288165956	3	3008264	3008347	84	-	70	101	93	86	87	56	156	146	121	230	236	72	"c(""AT3G09800.5"", ""AT3G09800.3"", ""AT3G09800.4"")"	AT3G09800:E011	AT3G09800	E011	113.533430250666	0.0039731821567452	31.1635137631422	2.37182419803378e-08	1.71221660954095e-05	11.552712434355	16.3372427611716	1.03232423961948	3	3008264	3008347	84	-	39	46	130	156	147	182	"c(""AT3G09800.5"", ""AT3G09800.3"", ""AT3G09800.4"")"
AT3G10070	E001	400.852326974233	0.0053884366916545	33.0231617700892	9.10674881627601e-09	1.4243995919949e-06	32.0196169819823	27.2138030873606	-0.50326046148985	3	3103880	3104326	447	-	417	627	578	432	600	502	316	243	389	423	434	149	AT3G10070.1	AT3G10070:E001	AT3G10070	E001	440.654924645767	0.0127297075175044	17.621464979978	2.69528975463325e-05	0.0070136632997144	34.7422123232907	27.4713119074176	-0.784784679132663	3	3103880	3104326	447	-	535	677	374	329	367	345	AT3G10070.1
AT3G10130	E001	1988.41250154332	0.0026849139537042	36.4174067888947	1.5927439719286201e-09	2.85255755722771e-07	62.1186258152861	56.5721811100993	-0.345344896683299	3	3130063	3131196	1134	-	1927	2590	2492	2049	3151	2782	1952	1281	1665	2225	2582	729	AT3G10130.1	AT3G10130:E001	AT3G10130	E001	692.476048474969	0.003779392823093	34.1050719095468	5.221499086223271e-09	4.51910649091187e-06	40.5382598229134	34.3996324371966	-0.581378648410931	3	3130063	3131196	1134	-	880	984	633	572	479	579	AT3G10130.1
AT3G10490	E004	184.322149603375	0.0025267028164546	95.6857713702985	1.3464469917835199e-22	8.282010575078291e-20	17.6326235852349	22.9225985146628	0.7828871740193	3	3268295	3268565	271	+	145	191	120	154	188	155	210	172	213	276	321	102	AT3G10490.3	AT3G10490:E004	AT3G10490	E004	59.1942205679742	0.0034466872795749	39.8744394331156	2.70824210047293e-10	2.92587270016059e-07	8.42747158915139	13.1451785655308	1.30754482151282	3	3268295	3268565	271	+	30	27	67	65	82	94	AT3G10490.3
AT3G10490	E005	116.015106210821	0.0051001757923931	49.9772795402133	1.55536580136774e-12	4.02269033527916e-10	14.0754871141798	18.2002301550107	0.757619697808393	3	3268566	3268719	154	+	87	132	96	95	118	74	129	120	128	168	180	71	"c(""AT3G10490.3"", ""AT3G10490.4"")"	AT3G10490:E005	AT3G10490	E005	31.890712799944	0.0096164584112321	22.0574028738699	2.64617167820885e-06	0.001026645737677	5.9267259323549	9.73849371829034	1.44751740914012	3	3268566	3268719	154	+	17	11	40	37	49	40	"c(""AT3G10490.3"", ""AT3G10490.4"")"
AT3G11210+AT3G11220	E013	51.2374362263236	0.0089797039953144	42.2821595827066	7.901002529243819e-11	1.69178285186802e-08	8.65614734290625	12.5362251829472	1.078566230455	3	3514976	3515112	137	-	29	28	35	34	35	37	79	53	81	100	99	18	AT3G11220.2	AT3G11210+AT3G11220:E013	AT3G11210+AT3G11220	E013	22.7859387680111	0.0124796770444876	14.4472467752522	0.0001441404087197	0.027201151986426	5.02552997736903	8.28709848556881	1.45379889937424	3	3514976	3515112	137	-	13	7	20	32	30	39	AT3G11220.2
AT3G13062+AT3G13065	E024	95.8008921510301	0.0213621998257201	11.3618493842376	0.0007496813887218	0.0258441800656113	13.3489171170201	16.3044329770559	0.587673737960059	3	4190115	4190235	121	+	78	146	60	74	108	94	72	82	94	159	148	63	AT3G13065.1	AT3G13062+AT3G13065:E024	AT3G13062+AT3G13065	E024	37.7463091773792	0.0081798871148148	13.3130476078417	0.0002635656223185	0.0422757568614239	6.84573606250622	9.89395431281108	1.07514839610655	3	4190115	4190235	121	+	14	18	37	42	61	62	AT3G13065.1
AT3G13120	E005	57.7018326966044	0.0268491039655958	26.3287695847908	2.87966971598491e-07	3.39020728885759e-05	13.8780676868377	9.33950913741393	-1.15552719243374	3	4220273	4220288	16	-	64	116	55	88	128	77	28	21	50	63	56	16	AT3G13120.2	AT3G13120:E005	AT3G13120	E005	50.2243438934146	0.0247665262786852	32.401364648958	1.25398383239269e-08	9.69547814042203e-06	15.0285380126403	7.956447579691	-1.87463023139423	3	4220273	4220288	16	-	111	77	26	23	18	43	AT3G13120.2
AT3G13740	E010	236.407594331383	0.0039254634478067	13.2319718795629	0.0002752141289232	0.0120885174702647	21.7196644619561	24.0410093736015	0.305763360962075	3	4505544	4505647	104	+	189	301	191	179	287	169	341	207	234	343	346	123	AT3G13740.6	AT3G13740:E010	AT3G13740	E010	63.2916716581095	0.0060983679368005	19.453732405715	1.03066235483059e-05	0.0032098473003761	9.73538748501709	13.4467906236484	0.952875273016292	3	4505544	4505647	104	+	40	40	66	86	59	97	AT3G13740.6
AT3G13970	E004	67.9957291814566	0.009288778931761	66.5543646131572	3.40375583758263e-16	1.28730448995103e-13	9.22533502189401	14.2505763875585	1.26896859174118	3	4613756	4613905	150	-	24	56	30	35	35	32	84	81	95	139	140	50	"c(""AT3G13970.4"", ""AT3G13970.2"")"	AT3G13970:E004	AT3G13970	E004	33.7760550865743	0.006814786524731	30.5596494438184	3.23757597800735e-08	2.28456194642706e-05	5.29691206773803	9.78724678390319	1.78805544971757	3	4613756	4613905	150	-	13	7	43	48	42	55	"c(""AT3G13970.4"", ""AT3G13970.2"")"
AT3G13970	E006	48.22976798476	0.0255702169600804	13.1580300644033	0.0002862897047186	0.0124682924384387	8.74309990444561	11.5906432239421	0.820498191359443	3	4613969	4614055	87	-	24	53	28	19	22	45	73	67	48	107	60	29	"c(""AT3G13970.2"", ""AT3G13970.3"")"	AT3G13970:E006	AT3G13970	E006	36.0885723566501	0.0159118529225563	44.5194358633115	2.5184459293362e-11	3.37196232241345e-08	4.1095536661133	10.3996989513664	2.70127905920207	3	4613969	4614055	87	-	10	2	48	53	37	76	"c(""AT3G13970.2"", ""AT3G13970.3"")"
AT3G14010	E015	408.387145439396	0.006041080898155	836.908799383281	5.10090099654629e-184	2.7924372415492997e-179	39.4684894821915	13.5934092512983	-3.2397389472622	3	4638933	4638938	6	+	655	996	880	781	1025	818	70	59	90	72	137	28	"c(""AT3G14010.1"", ""AT3G14010.3"", ""AT3G14010.5"", ""AT3G14010.2"")"	AT3G14010:E015	AT3G14010	E015	46.0275038510068	0.0069690788015763	188.161784075678	8.0091031394154e-43	2.0910700416595001e-38	16.4271439939522	5.12194544812073	-3.42199803132216	3	4638933	4638938	6	+	112	110	14	8	9	15	"c(""AT3G14010.1"", ""AT3G14010.3"", ""AT3G14010.5"", ""AT3G14010.2"")"
AT3G14080	E005	23.0055425238008	0.0586445800558238	19.1043424150447	1.237629732868e-05	0.0009379714180358	5.40651266607597	8.93403630117984	1.4553577000035	3	4668330	4668380	51	+	5	13	7	12	18	31	30	17	33	55	55	12	AT3G14080.4	AT3G14080:E005	AT3G14080	E005	15.9412752510992	0.0499817507212687	20.8882403158147	4.86874441607473e-06	0.0016986604683005	2.51374216924532	7.29001275342843	3.08362486387207	3	4668330	4668380	51	+	2	3	20	34	16	22	AT3G14080.4
AT3G14150	E018	16.5901094659628	0.0266235662201917	52.0646670392693	5.37025987670794e-13	1.45539359747772e-10	8.08425818322533	3.67706935514406	-2.27940092080407	3	4692927	4692930	4	-	41	34	23	27	34	22	5	6	5	7	7	4	"c(""AT3G14150.2"", ""AT3G14150.4"", ""AT3G14150.6"")"	AT3G14150:E018	AT3G14150	E018	11.1570179477456	0.0242787599335597	37.0620197407569	1.1443101584573301e-09	1.09303948135767e-06	8.09671392301502	3.07464535935902	-2.80755471347002	3	4692927	4692930	4	-	25	23	5	2	3	8	"c(""AT3G14150.2"", ""AT3G14150.4"", ""AT3G14150.6"")"
AT3G14415	E010	343.980634000525	0.0033288734186744	199.927563337152	2.1659040468436202e-45	6.587236174467049e-42	21.2827959217413	31.2839855926317	1.17448587142906	3	4819755	4819772	18	+	151	288	183	180	255	188	491	352	419	627	663	267	AT3G14415.2	AT3G14415:E010	AT3G14415	E010	148.822069625671	0.0061420470592227	23.496601301788	1.2513462520322e-06	0.0005400162343618	15.3110992820504	20.1812770418453	0.838755730342649	3	4819755	4819772	18	+	107	102	159	171	183	181	AT3G14415.2
AT3G14660	E003	505.023043914585	0.0066738594176162	25.8302302307496	3.7280358604843e-07	4.28155794013327e-05	35.3121546537401	29.9672243168202	-0.515135151932551	3	4925557	4925652	96	+	560	709	774	728	826	752	312	278	274	602	535	178	AT3G14660.2	AT3G14660:E003	AT3G14660	E003	268.482683742517	0.0113450386739111	14.2428584501363	0.000160669331427	0.0292664791938558	27.208334443985	21.4855250329087	-0.748257632100612	3	4925557	4925652	96	+	538	486	99	164	144	149	AT3G14660.2
AT3G15010+AT3G15020	E002	1623.08007272782	0.0046000209252061	19.9761695382152	7.84133500987086e-06	0.0006381556646883	51.0963746039172	58.0841737589773	0.458042177671162	3	5054063	5054605	543	+	1251	1976	1563	1498	2073	1625	1558	1579	1330	2116	2422	950	AT3G15010.2	AT3G15010+AT3G15020:E002	AT3G15010+AT3G15020	E002	304.020116757099	0.00120457716998	15.5864910583968	7.88156804656456e-05	0.0168949027331139	23.8045429633115	26.2476972447542	0.311235041848194	3	5054063	5054605	543	+	239	244	304	326	341	397	AT3G15010.2
AT3G19460	E011	58.6459027592519	0.0069648315471184	111.484854692211	4.63331357942855e-26	3.84312300897328e-23	14.0083002304378	7.84350770239234	-1.68972614005905	3	6748905	6748909	5	+	61	146	92	93	144	136	22	12	17	26	41	13	"c(""AT3G19460.4"", ""AT3G19460.2"", ""AT3G19460.5"", ""AT3G19460.7"")"	AT3G19460:E011	AT3G19460	E011	30.5986337404725	0.0101529075448233	79.939590997416	3.86033460446759e-19	1.3438425254645701e-15	12.1444849580965	4.96760685027108	-2.60934471929284	3	6748905	6748909	5	+	69	74	13	5	5	13	"c(""AT3G19460.4"", ""AT3G19460.2"", ""AT3G19460.5"", ""AT3G19460.7"")"
AT3G19820+AT3G19810	E004	20.3969878865887	0.0139868259167189	12.8626427165786	0.0003352068779553	0.0139867113771252	5.77527472003328	7.71698175437291	0.839469354975364	3	6878939	6878954	16	-	12	15	16	10	28	14	26	20	25	29	33	15	AT3G19810.2	AT3G19820+AT3G19810:E004	AT3G19820+AT3G19810	E004	9.59663065899845	0.0263522494310261	15.0021367631667	0.0001073895119782	0.0215676690133571	2.25385339851104	5.60868243841362	2.63699203928167	3	6878939	6878954	16	-	2	2	15	9	17	14	AT3G19810.2
AT3G21175	E008	107.517635620994	0.0084961889316944	255.967445281041	1.29880143621006e-57	6.46378052944394e-54	9.33194925244905	20.4759466661928	2.30747972006781	3	7423762	7424132	371	+	44	52	36	45	46	44	160	109	149	282	250	71	AT3G21175.3	AT3G21175:E008	AT3G21175	E008	52.9313615151503	0.0240153141094375	41.3488428652515	1.27346821876285e-10	1.44558944496839e-07	5.63745268632921	12.9650844169989	2.43630160823707	3	7423762	7424132	371	+	11	14	86	47	76	95	AT3G21175.3
AT3G23050	E007	329.699995088474	0.0060089632320663	131.921941327683	1.5561952296762198e-30	1.76260037903576e-27	21.2427626141308	31.2439645489851	1.17613114880844	3	8196211	8196522	312	+	175	263	227	185	288	187	555	426	322	574	587	179	AT3G23050.2	AT3G23050:E007	AT3G23050	E007	109.511946372802	0.0193345906034589	33.311014035661	7.8536572200755e-09	6.44131471643596e-06	10.082196342789	17.9535110739565	1.71856946702887	3	8196211	8196522	312	+	47	34	188	112	106	188	AT3G23050.2
AT3G23480+AT3G23470	E025	9.33259277266087	0.17283787743845	10.7468175599472	0.0010445879697972	0.0329315131997044	3.16049445140365	6.06978726088849	1.88624717007247	3	8420427	8420495	69	+	8	1	2	4	11	6	14	3	15	11	37	5	AT3G23480.3	AT3G23480+AT3G23470:E025	AT3G23480+AT3G23470	E025	19.2571196496176	0.144700205104889	16.2121145277272	5.66308056899247e-05	0.0130269147913922	1.27112205398198	7.28535131920998	5.05038250382978	3	8420427	8420495	69	+	0	1	14	17	64	23	AT3G23480.3
AT3G24120	E003	171.175435908264	0.0041569623091308	39.284939812927	3.66255392587236e-10	7.09326127775789e-08	17.6185354746717	21.5677576418693	0.602213618964436	3	8706336	8706344	9	-	133	165	145	161	149	185	194	195	181	253	241	80	AT3G24120.2	AT3G24120:E003	AT3G24120	E003	34.0086428503478	0.0132112386711755	14.8388955485531	0.0001170954467834	0.0229865111898803	6.45620917456029	9.94186282170077	1.2596219505106	3	8706336	8706344	9	-	14	19	55	32	39	49	AT3G24120.2
AT3G24575+AT3G04755	E001	439.905337208578	0.0135785076415685	188.262813760438	7.612550988553169e-43	2.01649108701946e-39	20.104002114361	36.6268105131547	1.84289626952747	3	8967516	8968260	745	+	176	178	180	143	219	188	456	532	612	1209	876	364	AT3G04755.1	AT3G24575+AT3G04755:E001	AT3G24575+AT3G04755	E001	190.119688544403	0.0131136087373157	48.7769687605798	2.86787820324039e-12	4.40449859111778e-09	13.8818039093361	22.4104360275776	1.45687231005371	3	8967516	8968260	745	+	74	71	199	261	263	305	AT3G04755.1
AT3G24575+AT3G04755	E003	1144.57656881534	0.0038360743930225	85.9060529757516	1.8869033047433402e-20	9.837774715701859e-18	49.3682647501445	45.3636344509361	-0.288459391027569	3	8968401	8968623	223	+	960	1508	1275	1124	1483	1436	1075	862	1093	1302	1626	562	AT3G24575.1	AT3G24575+AT3G04755:E003	AT3G24575+AT3G04755	E003	381.752959165733	0.0056572128711476	15.8325574472821	6.92014822195562e-05	0.0152683811164196	29.6224137075091	27.2457784490572	-0.273535526587757	3	8968401	8968623	223	+	376	364	386	328	318	563	AT3G24575.1
AT3G25070	E003	153.224981877416	0.0081831149866288	71.8822937522494	2.28424441701405e-17	9.619128951155151e-15	15.2928208044313	21.7382299009912	1.04353929462632	3	9132464	9132935	472	+	75	127	104	114	188	117	182	149	169	296	267	90	AT3G25070.2	AT3G25070:E003	AT3G25070	E003	111.59677271164	0.0052674291294275	23.7667432340135	1.0874525734811e-06	0.0004758425154775	13.2259026308168	17.4114650367692	0.824494444108329	3	9132464	9132935	472	+	74	74	123	150	108	150	AT3G25070.2
AT3G25840	E001	144.435808752552	0.0039377101786303	37.6767121855245	8.34954278696257e-10	1.56002515470812e-07	19.813740411962	16.0506021619768	-0.62402867626199	3	9451861	9452032	172	-	160	221	211	196	254	198	93	82	106	136	126	59	AT3G25840.1	AT3G25840:E001	AT3G25840	E001	34.0285865262104	0.0159982645208891	13.5851043623005	0.0002279874422219	0.0381159965837234	11.1816334137298	7.57911497208218	-1.13855945660486	3	9451861	9452032	172	-	45	64	19	27	25	22	AT3G25840.1
AT3G25840	E002	219.491480305388	0.0028453139572346	53.2110889622371	2.99562952873271e-13	8.366976679639979e-11	24.2171975641006	19.7324455080164	-0.614637419320816	3	9452135	9452183	49	-	253	351	309	283	408	281	137	125	136	217	211	96	AT3G25840.1	AT3G25840:E002	AT3G25840	E002	51.6118840617226	0.0213076196246231	17.1525232516248	3.44950877645247e-05	0.0086598148853979	14.0295204300367	9.02424817671769	-1.30129960430786	3	9452135	9452183	49	-	68	106	28	38	35	31	AT3G25840.1
AT3G25840	E003	266.223259132789	0.0055572731581264	50.2690862362377	1.3404461640889798e-12	3.4888138576967e-10	26.9197576658617	21.2653612927189	-0.713044559516954	3	9452493	9452558	66	-	333	416	389	325	538	355	158	138	138	290	242	112	AT3G25840.1	AT3G25840:E003	AT3G25840	E003	57.9880222060324	0.0186621665323733	21.8989236530888	2.87395076132381e-06	0.0011007582754594	14.946324706276	9.45263878680925	-1.35465582860349	3	9452493	9452558	66	-	86	112	28	39	46	32	AT3G25840.1
AT3G26090+AT3G26085	E017	268.404223559124	0.0016443067750134	105.228318768408	1.08843183291439e-24	7.94468163480874e-22	27.123176346312	21.4101201022582	-0.715764636129284	3	9532614	9532962	349	+	331	407	355	314	457	405	211	146	182	251	248	113	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E017	AT3G26090+AT3G26085	E017	105.444004077116	0.0054059421747552	17.9625479632711	2.25294301199529e-05	0.0060226626060594	18.107421345124	14.2329874259877	-0.725097483079816	3	9532614	9532962	349	+	141	142	72	77	89	115	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E018	271.234115831076	0.0014425221259847	176.629415731567	2.63872010548597e-40	6.01892056061349e-37	27.9756922351854	20.7700197560049	-0.90151714577473	3	9533399	9533519	121	+	324	468	341	336	514	447	175	145	178	236	254	96	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E018	AT3G26090+AT3G26085	E018	99.6312998612229	0.0211508184159478	14.5825702428446	0.0001341496348053	0.0256591069493615	18.5862601443636	13.1419199589062	-1.04205579389945	3	9533399	9533519	121	+	148	151	73	62	52	115	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E019	202.992944061848	0.0059624823560909	65.7298123982113	5.17176085809094e-16	1.92164848245699e-13	24.4290676025026	18.2023900288269	-0.880890522558017	3	9533615	9533678	64	+	182	374	266	248	380	389	126	101	114	194	225	72	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E019	AT3G26090+AT3G26085	E019	63.2189391007205	0.0041906137839376	27.9994647255997	1.21349012615413e-07	7.31137135547297e-05	14.8112863371893	10.6146323720807	-0.987269780819197	3	9533615	9533678	64	+	90	96	43	43	47	60	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E020	276.988660223269	0.0059424999090825	74.0348944878598	7.67482890738509e-18	3.3257321929226102e-15	28.2957848644757	21.1335180922	-0.884605241856534	3	9533760	9533844	85	+	264	515	355	360	480	528	177	118	180	275	289	95	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E020	AT3G26090+AT3G26085	E020	80.2669749469823	0.0080720858204373	20.2486705630371	6.8000699803828e-06	0.0022426201317198	16.4370097471151	12.0956228332973	-0.915048278222671	3	9533760	9533844	85	+	113	118	53	54	58	88	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E022	477.400801731922	0.0025770654555784	129.257751961948	5.955939455052619e-30	6.39317548092942e-27	35.8194408616668	27.8985891798797	-0.781282401252348	3	9534117	9534397	281	+	550	748	626	627	779	803	316	250	361	438	476	169	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E022	AT3G26090+AT3G26085	E022	113.572009351455	0.0049786456865583	15.5381700195281	8.0856026944324e-05	0.0172152817868266	18.5068002971376	14.9035756296635	-0.653996486797054	3	9534117	9534397	281	+	160	136	86	80	99	123	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E023	495.735190637397	0.0025488873416125	97.2890348741834	5.991118894106511e-23	3.76985991653985e-20	36.0300330652982	29.1397483185115	-0.66592941360147	3	9534483	9534721	239	+	554	784	589	600	849	825	343	304	366	512	545	153	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E023	AT3G26090+AT3G26085	E023	123.445248408852	0.0069824273361839	15.5588347882731	7.99770365295742e-05	0.0170921728873545	19.4222956226098	15.4020391018028	-0.703117856875425	3	9534483	9534721	239	+	171	157	99	94	83	140	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E024	429.506188873226	0.0014970492341708	115.655045178037	5.65596390423057e-27	5.03641955336863e-24	33.6760921438965	27.4684543017588	-0.633221191623706	3	9534799	9534923	125	+	498	715	544	463	733	673	346	239	307	462	477	131	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E024	AT3G26090+AT3G26085	E024	104.914548312008	0.0057313228066076	14.8648430528701	0.0001154956082419	0.0227359018695413	17.8896605313749	14.3140111738854	-0.671346880131137	3	9534799	9534923	125	+	133	143	83	75	83	116	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26890+AT3G26900	E004	1101.69573448033	0.0029835846706633	32.8930896116107	9.736876400125321e-09	1.5186198337563e-06	43.1901660340572	50.0500368442697	0.500208639972174	3	9907262	9907512	251	-	898	1371	1039	971	1501	1119	1282	880	1073	1611	1554	499	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E004	AT3G26890+AT3G26900	E004	471.414753539638	0.0099940353649473	14.8118241267848	0.0001187883663805	0.023260543962813	26.6992659980898	34.5269815149042	0.855590290730557	3	9907262	9907512	251	-	368	391	540	580	477	475	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E005	3538.3208188347	0.0010113486241734	115.071379600382	7.59151335406238e-27	6.70306140410953e-24	68.9125397376298	77.9159910588545	0.501737578513678	3	9907639	9908052	414	-	2752	4325	3430	3038	4552	4021	3704	2972	3427	5043	5094	1747	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E005	AT3G26890+AT3G26900	E005	1061.79718700398	0.0015312509241136	104.001473903913	2.02165605691807e-24	1.0982620417888101e-20	37.473860037671	47.6896542296547	0.896439879928462	3	9907639	9908052	414	-	831	843	1094	1212	1179	1276	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E006	1370.42102963188	0.0008193758760823	122.084951099621	2.2116247931042497e-28	2.20133068497635e-25	47.0290912697646	54.9459810252585	0.542791966667901	3	9908348	9908428	81	-	1021	1581	1373	1207	1659	1557	1470	1159	1318	1955	2008	703	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E006	AT3G26890+AT3G26900	E006	496.672126280512	0.0034828175275847	42.0259878037845	9.0068422769517e-11	1.03745577674194e-07	27.132228825454	35.4272693592004	0.892693479763153	3	9908348	9908428	81	-	378	409	497	475	604	670	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E007	2379.64443661916	0.0003792811585666	233.599864200207	9.77908275048677e-53	4.22641662704722e-49	59.038987490828	67.7063727898453	0.520251517381331	3	9908835	9909083	249	-	1890	2892	2290	2080	2916	2591	2457	2001	2246	3396	3362	1302	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E007	AT3G26890+AT3G26900	E007	801.06169471646	0.0010335287002644	126.164531037318	2.83018613745811e-29	2.7709644925318e-25	33.2007170483758	42.9910692167099	0.91979118089364	3	9908835	9909083	249	-	586	666	832	829	884	1093	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E009	7624.99308517267	0.0007782470191014	172.431975877112	2.17781114536508e-39	4.58546512853331e-36	89.6933314341122	98.9809483875376	0.470552542937185	3	9909318	9910792	1475	-	6254	9362	7490	6867	9490	8547	7104	6286	7141	10749	11287	4092	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E009	AT3G26890+AT3G26900	E009	1665.03536346393	0.0019313487312958	103.990247668075	2.03314347801977e-24	1.0982620417888101e-20	44.8574999312538	55.905303057085	0.886763629852489	3	9909318	9910792	1475	-	1259	1388	1585	1797	1844	2299	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E010	297.111451748733	0.0066162746412975	141.677296116798	1.1440444350857001e-32	1.63381483185212e-29	19.5053980402331	31.0246282687267	1.4088969878079	3	9910793	9910872	80	-	182	226	176	173	216	263	294	302	364	600	565	205	AT3G26890.8	AT3G26890+AT3G26900:E010	AT3G26890+AT3G26900	E010	77.8479280948188	0.0283090395318832	44.1350029686423	3.06490987224833e-11	4.03465765804576e-08	7.02219168845086	16.8991887538789	2.59145626826981	3	9910793	9910872	80	-	22	25	92	69	149	126	AT3G26890.8
AT3G26890+AT3G26900	E011	335.110819297231	0.0080464678653035	97.5171935926495	5.339064870934171e-23	3.37248193032023e-20	21.3792377795974	32.3441255131829	1.26514961735044	3	9910873	9910944	72	-	224	317	213	202	249	291	296	362	379	653	637	222	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"	AT3G26890+AT3G26900:E011	AT3G26890+AT3G26900	E011	80.3925411692743	0.0279992506633318	28.4747268800668	9.49295886282225e-08	5.94836396711532e-05	8.44078223483233	16.747957191911	2.02801271492308	3	9910873	9910944	72	-	37	31	96	71	149	109	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"
