groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT3G60750	E010	2636.65752655317	0.002330351127342	12.3909159772453	0.0004314275656539	0.0290386120801647	68.6488918361657	74.3885004273848	0.291489394778413	3	22456936	22457458	523	+	1657	2157	2589	3657	3590	2647	AT3G60750.1	AT3G60750:E010	AT3G60750	E010	8260.13648448381	0.0006439831503147	42.9551649618166	4.70331909088809e-10	8.59973025574229e-08	111.201668334292	116.406940123187	105.372782040147	0.194600954465823	-0.222613873452948	3	22456936	22457458	523	+	8669	8929	8977	8733	6572	7439	AT3G60750.1
AT3G60770	E001	2202.95243486953	0.00064469071693	22.0521995216706	2.6533546245084e-06	0.0004476588302206	64.0347467223369	67.9911190879035	0.211314569859514	3	22460189	22460558	370	-	1152	1687	1927	3144	3219	2591	AT3G60770.1	AT3G60770:E001	AT3G60770	E001	2944.19862806719	0.0003382489820079	15.9590115104265	0.000342408614373	0.0084653563088667	76.5611442576236	76.6437843267766	73.6237868796055	0.0038161409255597	-0.137428589115848	3	22460189	22460558	370	-	2816	3030	3051	2859	2552	3502	AT3G60770.1
AT3G62700	E004	2133.98853460719	0.0008036321993084	11.9253663163568	0.000553747377441	0.0347859389764833	67.4338305045433	64.3137717739296	-0.166860920847677	3	23191082	23191602	521	-	1492	2175	2146	2502	2465	2254	AT3G62700.1	AT3G62700:E004	AT3G62700	E004	1487.56395882811	0.0007553806366037	21.5674781477681	2.07339299021819e-05	0.000918483757024	56.9980318798211	57.5471884025965	54.8706979479388	0.0312299043783177	-0.123248725887382	3	23191082	23191602	521	-	1337	1505	1466	1450	1529	1713	AT3G62700.1
AT3G62700	E009	3687.16289396138	0.0001307531970015	19.7193567887394	8.9688296977852e-06	0.0013089205546587	80.6645047721576	82.2652269190814	0.0754235265048351	3	23193316	23195917	2602	-	2304	3287	3612	4560	4741	4193	AT3G62700.1	AT3G62700:E009	AT3G62700	E009	1576.98477136756	0.0025384890833248	26.845795830494	1.48084466225324e-06	0.0001021449893244	56.7562638207219	53.3838076479617	62.995355394064	-0.197835265076883	0.34315260131593	3	23193316	23195917	2602	-	1278	1540	1260	1204	2003	2443	AT3G62700.1
AT3G62840	E003	774.95298604119	0.0004742146899483	13.9956594003076	0.0001832331453712	0.0153418354628814	40.8311350199008	43.5509008288411	0.203348695140656	3	23236112	23236114	3	-	572	639	753	929	932	896	AT3G62840.1	AT3G62840:E003	AT3G62840	E003	837.255744429538	0.000211659992976	14.719411107359	0.0006363858134154	0.0135290191370313	41.9275456999522	43.9705415747717	44.6098597570127	0.147329914915039	0.192221427479881	3	23236112	23236114	3	-	794	803	796	819	815	1057	AT3G62840.1
AT3G63460	E016	193.174522779254	0.0010273021899456	43.0098638393899	5.4464571840355694e-11	2.32923278959605e-08	24.2209344065689	19.3926384716122	-0.657564963384041	3	23434944	23434949	6	-	162	247	257	160	177	160	"c(""AT3G63460.3"", ""AT3G63460.1"")"	AT3G63460:E016	AT3G63460	E016	120.244829886023	0.0036543495650913	43.5483732529898	3.49615678391576e-10	6.56464415658973e-08	20.7407917482128	14.9892013376719	14.7067024016688	-0.949008805038445	-1.00439500800531	3	23434944	23434949	6	-	147	195	76	92	89	126	"c(""AT3G63460.3"", ""AT3G63460.1"")"
AT3G63520	E005	2653.72227053567	0.0003399021811002	12.427202086486	0.0004231253283016	0.0286430474665548	70.6187480191822	73.0772582372004	0.124466361015884	3	23453737	23453836	100	+	1641	2559	2601	3322	3315	2903	AT3G63520.1	AT3G63520:E005	AT3G63520	E005	1637.97629490175	0.0002829634209926	12.2671192448472	0.0021688469276058	0.0338355383418072	57.2898592587495	58.6856215490951	60.3106505442338	0.0786182812596437	0.168361676989022	3	23453737	23453836	100	+	1245	1386	1658	1740	1817	2126	AT3G63520.1
AT4G00700+AT4G00690+AT4G00695	E001	60.4679738997787	0.0036178462368721	38.7133239761508	4.90846984071974e-10	1.75255203405977e-07	10.3914849904226	13.3673320231145	0.732035673013319	4	281132	281615	484	+	26	43	31	79	115	85	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E001	AT4G00700+AT4G00690+AT4G00695	E001	44.4226621542592	0.0048175592250486	12.6290185593086	0.0018098536747456	0.0296309938984023	8.97229634353948	9.82706488039338	11.4189538378212	0.263499997387246	0.698660116828641	4	281132	281615	484	+	22	26	51	35	69	72	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E003	18.9449763676821	0.0458014401387238	19.4212454286395	1.04834338245736e-05	0.0014930627041621	4.33683042570863	8.10855893548612	1.80920881045439	4	281885	281978	94	+	8	7	2	23	47	32	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E003	AT4G00700+AT4G00690+AT4G00695	E003	17.6531237443992	0.0084810864726624	22.2145893830709	1.50024851857479e-05	0.000706406151751	4.85108087199507	5.30508967403398	8.22679147485391	0.258409780072934	1.52661247528085	4	281885	281978	94	+	6	8	10	15	36	37	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E004	20.0260201664063	0.0112440203266857	16.5056310443649	4.85058031006823e-05	0.0053422496054861	5.61015507914803	7.8722485687457	0.979809012860745	4	282058	282156	99	+	9	9	11	22	40	34	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E004	AT4G00700+AT4G00690+AT4G00695	E004	19.6457036652058	0.01288088576581	12.3000373258584	0.00213344195339	0.0334482315265573	5.65289109783174	5.90631302529997	8.23509791701994	0.126708058313131	1.08767748399791	4	282058	282156	99	+	11	8	11	20	37	36	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E007	42.2049350413136	0.0071932046053832	28.4310035681159	9.70978329699262e-08	2.34025593341802e-05	8.45216024770065	11.3234827029942	0.848203321344304	4	282594	282697	104	+	18	25	23	71	76	53	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E007	AT4G00700+AT4G00690+AT4G00695	E007	37.5519412595938	0.0037220277860538	12.7633590332894	0.0016922783588461	0.0282159734080161	7.77430956099104	10.1068004685683	9.79826763973674	0.759502521193427	0.66969033229756	4	282594	282697	104	+	18	18	45	46	45	59	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E008	34.6430476531039	0.0049892550006224	20.811890817895	5.06674086870269e-06	0.0008003052732221	7.9873124216783	10.107915006877	0.682348248560574	4	282765	282837	73	+	15	21	23	51	64	44	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E008	AT4G00700+AT4G00690+AT4G00695	E008	33.8407962578229	0.0059785028128024	12.7249906593722	0.0017250567513854	0.0286214639847538	7.21718035044313	9.88379070788565	9.06743089527728	0.909907385117927	0.660267523923778	4	282765	282837	73	+	18	13	50	37	39	50	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E009	35.7015295759019	0.0134509952995676	16.5877957112864	4.64489621864666e-05	0.0051452447074229	8.03619666948771	10.3111438884927	0.722438671199041	4	283067	283591	525	+	12	22	26	59	50	56	AT4G00690.1	AT4G00700+AT4G00690+AT4G00695:E009	AT4G00700+AT4G00690+AT4G00695	E009	51.1126570499754	0.0041209813515637	28.3083247507843	7.1273056625343e-07	5.47506986713439e-05	8.49335342632244	12.6993400441021	10.6291163845893	1.16587100098586	0.649603145917095	4	283067	283591	525	+	19	24	79	65	63	59	AT4G00690.1
AT4G00700+AT4G00690+AT4G00695	E027	241.23357277221	0.0091510376475494	177.808502167076	1.4585760469546001e-40	4.30644577863345e-37	32.2490127812334	16.3076617039178	-2.0263901702392	4	286200	288988	2789	+	225	362	437	144	158	116	"c(""AT4G00700.1"", ""AT4G00700.2"")"	AT4G00700+AT4G00690+AT4G00695:E027	AT4G00700+AT4G00690+AT4G00695	E027	260.577206916035	0.003318288231579	62.5101286204098	2.6674607547428998e-14	1.04924226805664e-11	30.3739035624019	22.2227694862897	22.5940169967536	-0.926366629356885	-0.877599063451812	4	286200	288988	2789	+	272	297	206	241	266	294	"c(""AT4G00700.1"", ""AT4G00700.2"")"
AT4G00700+AT4G00690+AT4G00695	E028	29.9642612428733	0.0150586116462527	69.1133434085352	9.29642643228043e-17	7.06574430766343e-14	12.5753479555004	4.32682769269556	-3.089119981264	4	289078	289575	498	+	29	68	51	6	15	8	"c(""AT4G00700.1"", ""AT4G00700.2"")"	AT4G00700+AT4G00690+AT4G00695:E028	AT4G00700+AT4G00690+AT4G00695	E028	93.5905232306126	0.0106673237757173	14.3456868381143	0.0007671383313658	0.01568069591759	18.2607149124436	14.5368086617473	12.5544093652908	-0.665149103561388	-1.0912990548049	4	289078	289575	498	+	92	109	113	76	85	85	"c(""AT4G00700.1"", ""AT4G00700.2"")"
AT4G00970	E002	1079.83187572133	0.0012176999539845	14.9734068826521	0.0001090370154259	0.0102513490375711	49.6608808618282	47.3792542649027	-0.152284976583147	4	418391	419259	869	+	943	1455	1471	916	906	793	"c(""AT4G00970.2"", ""AT4G00970.1"")"	AT4G00970:E002	AT4G00970	E002	140.920716411573	0.0037516959935582	14.3503182332622	0.0007653639262787	0.0156506822813539	18.0631330871386	16.714822038034	19.5904176007141	-0.226559338311021	0.237533206749665	4	418391	419259	869	+	131	162	103	75	197	198	"c(""AT4G00970.2"", ""AT4G00970.1"")"
AT4G00970	E005	112.938856480507	0.0064940624470326	13.0304544040545	0.0003064661796423	0.0225884553818974	15.3453950789451	18.597608512734	0.563066006481415	4	420477	420687	211	+	65	137	129	102	139	123	"c(""AT4G00970.2"", ""AT4G00970.1"")"	AT4G00970:E005	AT4G00970	E005	16.5109924542676	0.009568163894281	22.4242088708393	1.35096753663352e-05	0.0006482531308251	5.31246724718278	8.71527881186151	4.85854782150869	1.4311029989209	-0.257982049809884	4	420477	420687	211	+	15	10	28	20	14	10	"c(""AT4G00970.2"", ""AT4G00970.1"")"
AT4G01310+AT4G01290	E005	1027.36304468852	0.0002756514231858	13.4730284886941	0.0002420173556664	0.0189593259542473	49.1516544988456	46.9989026413967	-0.144729200602269	4	540447	540863	417	-	810	1141	1226	1046	1088	918	"c(""AT4G01290.1"", ""AT4G01290.2"")"	AT4G01310+AT4G01290:E005	AT4G01310+AT4G01290	E005	606.59510182908	0.0012108196974032	13.1632839464495	0.0013855723533038	0.0243644099531105	37.2354345516814	35.5449054647802	39.3505215624467	-0.141143339484453	0.168719351308194	4	540447	540863	417	-	592	638	577	479	630	774	"c(""AT4G01290.1"", ""AT4G01290.2"")"
AT4G01850	E001	907.677581793805	0.0013920040130717	15.028863685054	0.0001058793679569	0.010040555504902	43.7781867476287	47.4050247118568	0.254483726906207	4	795986	796297	312	-	580	855	992	1078	1167	917	AT4G01850.1	AT4G01850:E001	AT4G01850	E001	1131.92331051102	0.0003900444187893	26.3723995377179	1.87631695543817e-06	0.0001233240269348	50.4868758047903	51.301141831948	47.86710254058	0.0508851025367427	-0.168440918279495	4	795986	796297	312	-	1096	1214	1121	1180	939	1280	AT4G01850.1
AT4G01960	E007	31.6162576216852	0.0184660613510377	67.210227945992	2.44044740270685e-16	1.77574355325868e-13	4.8452531035627	12.5034571628067	2.7455498875429	4	852720	852974	255	-	14	6	11	66	60	43	AT4G01960.2	AT4G01960:E007	AT4G01960	E007	43.0312790310877	0.013881803905003	57.1809909337595	3.8309420616366897e-13	1.25574679040051e-10	5.08217618149502	12.3932305782638	12.0303092855713	2.57948914866354	2.49321739209956	4	852720	852974	255	-	14	9	59	64	59	57	AT4G01960.2
AT4G02430	E004	9.00224459286212	0.0210635251774543	12.7109684148486	0.0003635171305509	0.0257429820357408	5.81974548062942	3.15410223419829	-1.76928813854892	4	1069273	1069457	185	+	12	14	14	3	7	2	AT4G02430.2	AT4G02430:E004	AT4G02430	E004	3.24720515222919	0.0454312629796533	14.4945422596193	0.0007121150092084	0.0147765068446685	4.42057322203601	1.61008477689734	1.4419905437415	-2.91517871678735	-3.23335843698929	4	1069273	1069457	185	+	6	9	2	0	1	1	AT4G02430.2
AT4G02920	E007	9927.5545660282	0.0003938638606915	21.3794307699938	3.76791964566541e-06	0.0006160689064952	115.902484281497	113.257784896311	-0.107679070223158	4	1294160	1295257	1098	+	7658	11001	10974	10405	10472	9688	"c(""AT4G02920.1"", ""AT4G02920.2"")"	AT4G02920:E007	AT4G02920	E007	3049.59554246162	0.0001182726698365	14.0113940298376	0.000906701730342	0.0177982707159115	76.8068782101838	77.4411256222024	75.8600689571805	0.0291602858922477	-0.0438218860866009	4	1294160	1295257	1098	+	2655	2823	3121	3006	3099	3810	"c(""AT4G02920.1"", ""AT4G02920.2"")"
AT4G03205	E006	9.92932276137992	0.0203762023277217	12.8103082153341	0.000344714777257	0.024777181531967	6.35984179538178	3.60362204839311	-1.64119266539086	4	1413844	1414037	194	+	9	12	21	9	6	3	AT4G03205.2	AT4G03205:E006	AT4G03205	E006	8.08336803297355	0.021606438706504	34.8913916137771	2.65112727692082e-08	3.19229851682351e-06	7.38395268924475	2.7060200108275	2.50786594189003	-2.89918451376562	-3.11866911851563	4	1413844	1414037	194	+	20	14	3	4	3	3	AT4G03205.2
AT4G08350	E003	337.995901868797	0.0007024138280587	20.7180073038378	5.32132220504893e-06	0.0008362155559274	30.1958809410898	26.8564531726062	-0.352657962800933	4	5287185	5287331	147	+	291	394	449	296	328	277	AT4G08350.1	AT4G08350:E003	AT4G08350	E003	179.161176119486	0.0027431736046078	11.2124965169093	0.0036748305418025	0.0489486024221376	20.7715678460255	18.7830332045461	22.1731296299178	-0.294917733494965	0.191890281560073	4	5287185	5287331	147	+	175	208	130	128	229	222	AT4G08350.1
AT4G08870	E002	4343.76382190258	0.0003453670848681	23.1531968777867	1.49594295787824e-06	0.000269568218689	86.5224377121305	83.2380765892867	-0.15148158222331	4	5646893	5646914	22	-	4224	6056	6193	3319	3307	2758	"c(""AT4G08870.1"", ""AT4G08870.2"")"	AT4G08870:E002	AT4G08870	E002	157.378175896732	0.0014946627134537	13.3859990943437	0.0012395590751313	0.0224717323894588	21.332516453307	18.7477379810313	18.2235225202402	-0.378677617212527	-0.461630445035012	4	5646893	5646914	22	-	157	152	122	151	181	193	"c(""AT4G08870.1"", ""AT4G08870.2"")"
AT4G08980	E006	47.3738441274093	0.0076469188439854	14.076366776172	0.0001755355689622	0.0148239691434441	8.79481092961763	11.93089683304	0.884937031777404	4	5758485	5758589	105	+	19	30	20	85	84	61	AT4G08980.2	AT4G08980:E006	AT4G08980	E006	267.69809249012	0.013357525185935	20.8946033231739	2.90264910175227e-05	0.0012034696975767	19.2688799087678	25.1455245053868	27.284221457538	0.783168410209391	1.02518083239043	4	5758485	5758589	105	+	112	93	246	382	351	479	AT4G08980.2
AT4G08980	E007	79.1488915497825	0.0045250817557531	13.097616787578	0.0002956716905399	0.0220254607707932	12.1206066820732	15.0621092543964	0.633046249677231	4	5758590	5758690	101	+	29	59	44	124	142	102	"c(""AT4G08980.2"", ""AT4G08980.3"")"	AT4G08980:E007	AT4G08980	E007	335.293224943239	0.0057619719599571	35.5557928135385	1.90176867962763e-08	2.37769132898904e-06	21.9661219910865	28.494893357852	29.7972498756116	0.769897045464293	0.903231513777492	4	5758590	5758690	101	+	138	130	347	465	427	567	"c(""AT4G08980.2"", ""AT4G08980.3"")"
AT4G08980	E008	148.557514613154	0.0013849539924336	40.966159776689	1.54888007619453e-10	6.11309917990094e-08	16.0923356258114	20.7448386749026	0.745858608662887	4	5758691	5758981	291	+	53	94	87	242	258	205	AT4G08980.2	AT4G08980:E008	AT4G08980	E008	386.962090784052	0.0005383080340484	60.191357825455	8.503793764764031e-14	3.02821203334266e-11	25.3326180496267	31.1940446217048	30.4446161658481	0.619683702692898	0.546851940364915	4	5758691	5758981	291	+	182	177	474	505	440	598	AT4G08980.2
AT4G09010	E002	1987.17842815521	0.0004591973140162	25.4779222878539	4.47474266648661e-07	9.28388164304986e-05	62.3113899532013	65.7368806834187	0.186684706723035	4	5777502	5777612	111	-	1429	2156	2292	2127	2240	1880	"c(""AT4G09010.1"", ""AT4G09010.2"", ""AT4G09010.3"")"	AT4G09010:E002	AT4G09010	E002	2675.00158383956	0.0002809395054968	18.521641165821	9.50772743390434e-05	0.0031092356314762	72.6831919780581	74.2765679966964	70.5237552358864	0.0756241436095184	-0.104298937015157	4	5777502	5777612	111	-	2439	2496	2914	2952	2428	2869	"c(""AT4G09010.1"", ""AT4G09010.2"", ""AT4G09010.3"")"
AT4G09980	E004	11.9153825161501	0.0185249994782109	41.2628530634437	1.3307393090293101e-10	5.3205314092518e-08	2.318688981143	7.441817971239	3.36852680639308	4	6249105	6249115	11	-	2	1	3	21	30	20	AT4G09980.2	AT4G09980:E004	AT4G09980	E004	19.6280666306914	0.0446672413992714	20.4301130080043	3.6614855790243e-05	0.0014570528060591	3.64917515285526	7.59369932052317	8.8826065243438	2.11704200812249	2.57063615357689	4	6249105	6249115	11	-	8	4	21	23	39	25	AT4G09980.2
AT4G10060	E009	516.011402245245	0.0004967825913296	18.8446746973263	1.41806451276124e-05	0.0019114613226008	33.5674876696141	36.5975411590484	0.265465891138255	4	6291742	6291812	71	+	363	508	512	635	594	541	"c(""AT4G10060.1"", ""AT4G10060.2"")"	AT4G10060:E009	AT4G10060	E009	202.329570030544	0.0007248734970268	17.5411374497847	0.0001552352693769	0.0045629472569547	21.656916954272	20.168796553164	23.6744003133015	-0.209010954666728	0.262294079532215	4	6291742	6291812	71	+	162	159	178	170	271	305	"c(""AT4G10060.1"", ""AT4G10060.2"")"
AT4G10100	E004	62.6698129627955	0.002772580736689	25.2791368513843	4.96045305772513e-07	0.0001012737178128	10.6180669677642	14.1882536365984	0.843135257318488	4	6308833	6308849	17	+	34	45	45	103	81	81	AT4G10100.3	AT4G10100:E004	AT4G10100	E004	76.2679179536664	0.0022935759473908	42.296540672452	6.53766843643411e-10	1.15256752018838e-07	10.1652129614356	14.5279117192152	15.4317016383837	1.03662780093756	1.21233849727234	4	6308833	6308849	17	+	49	32	83	88	94	124	AT4G10100.3
AT4G10970	E019	255.60697448043	0.0035554433819877	16.8238913368311	4.10136936714344e-05	0.0046677779016866	23.1379436470355	27.0160107841908	0.461931188476638	4	6722029	6722052	24	-	201	244	220	297	329	261	"c(""AT4G10970.4"", ""AT4G10970.7"", ""AT4G10970.2"")"	AT4G10970:E019	AT4G10970	E019	72.2486826656162	0.0021259708617028	30.6625945551449	2.19635325443559e-07	2.01756746916136e-05	10.5452541232725	14.2530644009996	14.8266914943177	0.874694387688273	0.98951149149546	4	6722029	6722052	24	-	55	46	77	87	81	93	"c(""AT4G10970.4"", ""AT4G10970.7"", ""AT4G10970.2"")"
AT4G10970	E020	203.720592273333	0.0034644699967821	19.2196957931083	1.16505137485618e-05	0.00162757359037	20.4936861281532	24.4346392638929	0.521008278693128	4	6722053	6722137	85	-	152	198	170	243	258	219	"c(""AT4G10970.4"", ""AT4G10970.2"")"	AT4G10970:E020	AT4G10970	E020	64.3062867429249	0.0023379054516701	30.8414500889703	2.00846471429098e-07	1.87073793540086e-05	9.8460112602672	13.2698469048546	14.3100706247046	0.865676245715883	1.085099438666	4	6722053	6722137	85	-	48	40	66	76	75	87	"c(""AT4G10970.4"", ""AT4G10970.2"")"
AT4G12020	E007	20.6652638422084	0.0083072426649549	53.1040631548204	3.1633742412897e-13	1.69223988594149e-10	3.73014764921874	9.44785044024405	2.68728451104593	4	7201856	7202002	147	+	3	4	8	43	45	31	AT4G12020.5	AT4G12020:E007	AT4G12020	E007	6.4767290747229	0.124529735855382	14.1003376468324	0.000867262530724	0.0172046134473366	1.14393769753036	3.10681365389945	5.84202512509859	2.88333943243637	4.70682765051741	4	7201856	7202002	147	+	1	0	1	6	10	26	AT4G12020.5
AT4G13100	E013	172.809436700469	0.0020775410092938	14.9253510535696	0.0001118498238415	0.0104581628833117	18.8707932781389	21.8896252210374	0.437583350255228	4	7637727	7637896	170	-	71	144	130	234	279	226	"c(""AT4G13100.6"", ""AT4G13100.8"", ""AT4G13100.1"", ""AT4G13100.3"", ""AT4G13100.5"")"	AT4G13100:E013	AT4G13100	E013	148.326920498627	0.0011193860641694	11.2900973182285	0.0035349763881146	0.0477093737230415	17.098499318854	19.5445219018355	19.5187122197026	0.390984947522232	0.387113678804815	4	7637727	7637896	170	-	98	110	138	167	176	222	"c(""AT4G13100.6"", ""AT4G13100.8"", ""AT4G13100.1"", ""AT4G13100.3"", ""AT4G13100.5"")"
AT4G13495	E001	2068.94932176358	0.002212780213901	12.2412508502863	0.0004674448221137	0.030814428312204	57.0703113467565	61.8078255896698	0.271764099134568	4	7842967	7843166	200	+	2272	3438	3701	1027	829	875	AT4G13495.2	AT4G13495:E001	AT4G13495	E001	885.579954138917	0.0007157794938985	14.2226616312174	0.0008158085785672	0.0164303440729536	42.845350875899	44.7323152180796	45.4613989551234	0.133818033151046	0.184228463049823	4	7842967	7843166	200	+	692	686	826	759	1059	1448	AT4G13495.2
AT4G13495	E002	2352.6906530181	0.0002528998516308	28.8917358876072	7.65387727299276e-08	1.90453772726512e-05	60.5286099558274	64.134450459989	0.200105745416824	4	7843217	7843382	166	+	2636	4069	4076	1082	967	940	AT4G13495.1	AT4G13495:E002	AT4G13495	E002	1593.58979082051	0.0003163806839833	18.8856367538256	7.92567181720453e-05	0.0026786640466844	56.6458049995493	58.3987039285409	58.7599789187088	0.0993552290480544	0.119545133682839	4	7843217	7843382	166	+	1331	1211	1442	1414	1910	2508	AT4G13495.1
AT4G13670	E007	46.8993382504862	0.0050294079092151	14.8031130249172	0.0001193383404278	0.0109871940787816	12.511318032765	9.49700519343929	-0.800461591043901	4	7950389	7950550	162	+	36	53	58	45	60	34	AT4G13670.3	AT4G13670:E007	AT4G13670	E007	65.1227689599469	0.0023363485964926	23.7275629569353	7.04085125312111e-06	0.000380369696903	15.092085619094	11.0620471092803	11.5477194065081	-0.902465656250367	-0.777848893773644	4	7950389	7950550	162	+	74	83	60	48	60	67	AT4G13670.3
AT4G14710	E011	23.4353529826864	0.0074624327166891	16.2923769159088	5.42818858503845e-05	0.0058319789605385	8.88241679241671	5.86543843356159	-1.2008382808528	4	8426013	8426150	138	-	25	32	43	16	15	8	AT4G14710.6	AT4G14710:E011	AT4G14710	E011	54.229427267399	0.0032600961030812	17.6220535270833	0.0001490801073095	0.0044200577556879	13.2152168905245	9.81243170927789	10.2990998104538	-0.863584718381427	-0.723344995689443	4	8426013	8426150	138	-	85	78	41	34	44	40	AT4G14710.6
AT4G14710	E012	9.15811621725017	0.034447217204567	12.4925484662463	0.0004085784433746	0.0279541213954152	5.92961621945423	2.97604035120295	-1.99110689885218	4	8426151	8426275	125	-	8	13	24	5	1	4	"c(""AT4G14710.5"", ""AT4G14710.6"")"	AT4G14710:E012	AT4G14710	E012	40.4761318606518	0.0036262678804261	47.4283975029437	5.0240544719941e-11	1.15377260528552e-08	12.4651049961717	8.55820956150907	6.6507049815728	-1.08979814737787	-1.81908712933794	4	8426151	8426275	125	-	69	76	31	26	17	18	"c(""AT4G14710.5"", ""AT4G14710.6"")"
AT4G15233+AT4G15230	E052	24.2457576544387	0.0073978112699835	16.1325956989524	5.90587771893891e-05	0.0062687616087715	9.0927618110324	6.17126880763558	-1.12172201234972	4	8689979	8690280	302	+	27	29	40	17	17	13	"c(""AT4G15233.7"", ""AT4G15233.8"", ""AT4G15233.5"", ""AT4G15233.1"", ""AT4G15233.6"", ""AT4G15233.3"", ""AT4G15233.2"", ""AT4G15233.4"")"	AT4G15233+AT4G15230:E052	AT4G15233+AT4G15230	E052	33.4828129440081	0.005818511278938	15.8986523121288	0.000352899883973	0.0086632996640703	10.9744278931385	9.12070755064011	7.22503810312199	-0.536019650855744	-1.2101008950533	4	8689979	8690280	302	+	33	29	30	40	36	33	"c(""AT4G15233.7"", ""AT4G15233.8"", ""AT4G15233.5"", ""AT4G15233.1"", ""AT4G15233.6"", ""AT4G15233.3"", ""AT4G15233.2"", ""AT4G15233.4"")"
AT4G15560	E001	5324.25677132667	0.0001557040185529	17.6237000078106	2.69212410327003e-05	0.0033118735062103	91.3557577196029	93.4819394448172	0.0941094727009908	4	8883825	8884367	543	+	4663	6882	7132	4528	4588	4167	AT4G15560.1	AT4G15560:E001	AT4G15560	E001	709.757921002615	0.0026100326623457	11.616880936168	0.0030021083071697	0.0426441508677925	38.9624451231182	38.1768750817627	43.1332316147121	-0.0622512663860295	0.313068240903364	4	8883825	8884367	543	+	578	624	577	611	824	1176	AT4G15560.1
AT4G16520	E006	397.458334067667	0.0014570615264007	24.2398546553175	8.50539190337061e-07	0.0001624170172791	28.7235173029913	33.0233354759987	0.422672249773214	4	9307397	9307926	530	-	342	434	528	372	339	374	AT4G16520.3	AT4G16520:E006	AT4G16520	E006	604.441266912269	0.000275934824294	16.5630141365269	0.0002531553899461	0.0066681929515932	35.2706124816297	38.0234215010209	38.2785221052499	0.228446209325577	0.248858120852665	4	9307397	9307926	530	-	483	465	636	647	621	835	AT4G16520.3
AT4G16660	E002	135.516034652697	0.0018016431584596	40.9331172054642	1.57528975002783e-10	6.20139064927622e-08	20.208279386287	15.3236356725476	-0.811646466497456	4	9376835	9377178	344	+	147	167	223	94	89	80	AT4G16660.2	AT4G16660:E002	AT4G16660	E002	65.4550490519798	0.0047097761759721	15.5132031684952	0.0004279083228617	0.0100683106859487	14.473496562355	11.8394814813855	10.868815635941	-0.583638223912056	-0.831740449046598	4	9376835	9377178	344	+	99	82	48	53	45	65	AT4G16660.2
AT4G17570	E008	92.3685583156931	0.0021662617375305	79.6684720313895	4.42810567195612e-19	3.975713823482e-16	11.6874415061424	18.2750554385376	1.30493917429211	4	9785984	9785995	12	-	43	60	57	131	147	138	"c(""AT4G17570.2"", ""AT4G17570.3"")"	AT4G17570:E008	AT4G17570	E008	43.0316274851843	0.0040050689735748	24.096299300117	5.85538006539737e-06	0.0003255710164234	7.5535069728642	11.6894566321035	10.9854253403979	1.26460126937281	1.08444002523063	4	9785984	9785995	12	-	19	26	58	46	47	69	"c(""AT4G17570.2"", ""AT4G17570.3"")"
AT4G18140+AT4G18130	E003	947.570973212455	0.0024139434313744	13.3224645463253	0.0002622452672057	0.0201312579370521	43.8801168159516	48.9709757540521	0.352178097972692	4	10043041	10043848	808	-	578	960	906	1152	1116	1112	AT4G18130.1	AT4G18140+AT4G18130:E003	AT4G18140+AT4G18130	E003	348.183052476644	0.0010972231756704	11.3778293664206	0.0033832628895215	0.0462207522334974	30.4691844724438	27.3736081387113	28.0366367034763	-0.319468860817036	-0.248291096224941	4	10043041	10043848	808	-	349	399	266	360	332	401	AT4G18130.1
