	SRR14214600	SRR14214601
AT3G53260.1	41.960374	45.332985
AT3G53270.1	0.887066	0.223319
AT3G53270.2	1.769544	0.935057
AT3G53270.3	4.671208	3.354182
AT3G53270.4	0.192011	2.220334
AT3G53270.5	1.72169	4.648226
AT3G53270.6	0	0.695226
AT3G53270.7	2.78021	0.951921
AT3G53270.8	1.895032	1.390183
AT3G53270.9	0	0
AT3G53280.1	15.119788	15.989837
AT3G53290.1	0	0
AT3G53294.1	0	0
AT3G53300.1	0	0
AT3G53305.1	0	0
AT3G53310.1	1.779313	2.234043
AT3G53320.1	5.548654	6.06807
AT3G53330.1	0	0
AT3G53340.1	24.603447	22.59534
AT3G53340.2	0	0
AT3G53340.3	0.353447	0
AT3G53340.4	0	0.38666
AT3G53340.5	7.694783	5.262622
AT3G53342.1	0	0
AT3G53350.1	1.517989	1.628528
AT3G53350.2	1.584783	1.454617
AT3G53350.3	0	0
AT3G53350.4	0	0
AT3G53350.5	0	0.11544
AT3G53350.6	0	0
AT3G53350.7	0	0
AT3G53350.8	0	0.36785
AT3G53350.9	0.185592	0
AT3G53360.1	0.578584	1.017645
AT3G53360.2	1.615451	0.981831
AT3G53370.1	15.909838	13.66226
AT3G53370.2	0.690515	1.184472
AT3G53380.1	12.431914	12.951759
AT3G53390.1	13.244618	13.025602
AT3G53400.1	6.854347	7.114693
AT3G53410.1	13.549674	16.13987
AT3G53420.1	15.48886	17.083237
AT3G53420.2	293.877953	296.420498
AT3G53430.1	277.227541	274.142274
AT3G53440.1	2.551606	3.103123
AT3G53440.2	1.237418	0.519214
AT3G53450.1	0.732661	0.519583
AT3G53460.1	1039.939839	1058.22286
AT3G53460.2	785.488955	734.93977
AT3G53460.3	7.055346	9.251656
AT3G53460.4	10.353357	5.97039
AT3G53470.1	26.762888	22.263712
AT3G53470.2	21.353012	24.443961
AT3G53480.1	14.950009	15.376872
AT3G53490.1	5.193837	6.280319
AT3G53500.1	15.346164	15.336273
AT3G53500.2	60.374171	62.281799
AT3G53500.3	6.136026	4.638298
AT3G53510.1	4.80401	4.938358
AT3G53520.1	37.27677	36.57187
AT3G53520.2	0	0
AT3G53520.3	0	0
AT3G53520.4	0.061567	0.549057
AT3G53530.1	27.588989	32.66553
AT3G53530.2	0.635278	0.646393
AT3G53540.1	11.745471	11.085193
AT3G53540.2	0.886707	0.803768
AT3G53550.1	0	0
AT3G53560.1	49.844148	52.621008
AT3G53560.2	2.3748	2.195782
AT3G53570.1	1.393202	1.695438
AT3G53570.2	5.994014	8.409216
AT3G53570.3	0.398806	0.534898
AT3G53570.4	0	0
AT3G53570.5	4.351287	0
AT3G53580.1	89.982586	88.901354
AT3G53590.1	0.055171	0
AT3G53600.1	0.210188	0.099312
AT3G53610.1	37.941821	33.547829
AT3G53610.2	3.221739	11.207661
AT3G53610.3	2.768241	3.286839
AT3G53611.1	0	0
AT3G53620.1	23.378537	22.293305
AT3G53630.1	40.365667	43.552407
AT3G53630.2	0.756961	0.134922
AT3G53640.1	0	0
AT3G53650.1	22.304988	19.776157
AT3G53670.1	35.477462	35.354995
AT3G53670.2	1.246006	2.26093
AT3G53680.1	1.737204	2.187296
AT3G53680.2	0.37621	0
AT3G53690.1	0.624289	0.54209
AT3G53700.1	10.053177	8.494879
AT3G53710.1	37.198161	36.610886
AT3G53710.2	3.255337	4.088849
AT3G53710.3	1.933831	3.938667
AT3G53720.1	13.874678	13.35119
AT3G53720.2	0.133947	0.158504
AT3G53730.1	153.153208	146.472538
AT3G53740.1	0.365485	0
AT3G53740.2	322.726492	336.037341
AT3G53740.3	391.407181	379.084703
AT3G53740.4	5.194705	5.440708
AT3G53750.1	16.921302	17.661377
AT3G53750.2	1.919684	1.714981
AT3G53760.1	7.376386	6.653205
AT3G53760.2	0.559504	0.097035
AT3G53760.3	0	0
AT3G53770.1	0	0
AT3G53770.2	0	0
AT3G53780.1	0	0
AT3G53780.2	10.877734	10.248708
AT3G53780.3	0.940338	1.176596
AT3G53790.1	0	0
AT3G53800.1	40.101534	42.421532
AT3G53800.2	5.334452	4.536187
AT3G53810.1	4.920802	5.020236
AT3G53820.1	0.278706	0.525938
AT3G53830.1	0.566238	0.417576
AT3G53830.2	0	0
AT3G53830.3	0	0
AT3G53830.4	0	0
AT3G53840.1	0.32213	0.15271
AT3G53850.1	25.907368	21.945576
AT3G53850.2	4.220676	2.277059
AT3G53850.3	0.661134	0
AT3G53860.1	2.69045	2.6043
AT3G53870.1	429.647461	427.147075
AT3G53880.1	12.903072	11.532063
AT3G53880.2	0.743246	1.071144
AT3G53890.1	495.590952	471.51088
AT3G53890.2	16.288492	22.61231
AT3G53900.1	0.620394	4.190006
AT3G53900.2	46.948602	46.193859
AT3G53910.1	0	0
AT3G53920.1	30.626567	30.881463
AT3G53920.2	9.325259	7.813993
AT3G53930.1	3.594157	4.104284
AT3G53930.2	2.240424	2.967371
AT3G53930.3	0.402953	0.573611
AT3G53930.4	0	0
AT3G53930.5	4.569775	2.539365
AT3G53940.1	5.207434	5.068834
AT3G53940.2	0.262777	0.310375
AT3G53950.1	12.349164	11.505316
AT3G53960.1	5.623533	6.376325
AT3G53970.1	34.281289	28.872703
AT3G53970.2	3.654715	7.442353
AT3G53980.1	73.881193	78.853986
AT3G53980.2	0	0
AT3G53990.1	206.364535	205.505202
AT3G53990.2	2.46509	0.807994
AT3G54000.1	2.58162	1.358701
AT3G54000.2	0.083292	0.445456
AT3G54000.3	0	1.068107
AT3G54010.1	28.883493	26.412459
AT3G54010.2	2.361389	3.133693
AT3G54020.1	6.563744	6.695991
AT3G54030.1	10.604935	11.730006
AT3G54040.1	43.247266	41.309897
AT3G54040.2	0.207373	0
AT3G54050.1	274.525033	289.266397
AT3G54050.2	306.500163	288.771784
AT3G54060.1	0	0
AT3G54060.2	0.324808	0.269361
AT3G54065.1	0.678788	1.65004
AT3G54070.1	0	0
AT3G54080.1	19.733812	20.115647
AT3G54085.1	29.713307	36.849049
AT3G54085.2	0.394437	0
AT3G54085.3	0	0
AT3G54090.1	48.189061	49.122792
AT3G54100.1	8.599458	8.156724
AT3G54110.1	66.290295	64.182123
AT3G54120.1	7.660285	6.321534
AT3G54130.1	12.94367	11.598189
AT3G54140.1	13.560793	11.613349
AT3G54140.2	13.870389	16.512157
AT3G54150.1	1.374398	2.91183
AT3G54150.2	2.67206	0
AT3G54160.1	0.809846	0.583551
AT3G54170.1	22.714045	23.879753
AT3G54180.1	8.667021	8.356037
AT3G54190.1	33.046763	32.103717
AT3G54200.1	17.148827	19.976886
AT3G54210.1	573.692218	574.260724
AT3G54220.1	13.188893	13.810934
AT3G54230.1	5.930951	7.261653
AT3G54230.2	0.243205	0.198394
AT3G54230.3	4.946937	5.646807
AT3G54230.4	0	0
AT3G54230.5	2.684271	0.569937
AT3G54240.1	0	0
AT3G54250.1	9.934146	10.066908
AT3G54250.2	4.480194	1.315865
AT3G54260.1	10.239115	7.929571
AT3G54270.1	2.609263	2.404748
AT3G54280.1	7.781948	7.60314
AT3G54280.2	0	0
AT3G54290.1	14.9844	13.746335
AT3G54300.1	19.240625	20.988748
AT3G54300.2	11.659882	12.964089
AT3G54300.3	0.097172	0.52495
AT3G54310.1	0	0.19906
AT3G54320.1	1.793639	3.027895
AT3G54320.2	0	4.636879
AT3G54320.3	3.250206	0.474491
AT3G54320.4	0	0
AT3G54320.5	2.177041	0
AT3G54340.1	0.060099	0.341456
AT3G54350.1	10.946727	12.834671
AT3G54350.2	1.212496	1.542658
AT3G54350.3	0.828043	1.101495
AT3G54350.4	0.876406	3.757258
AT3G54350.5	4.695035	0
AT3G54360.1	91.781299	91.450296
AT3G54360.2	0.215864	0
AT3G54363.1	14.528432	13.637525
AT3G54380.1	15.887349	16.849928
AT3G54380.2	0.174944	0.546835
AT3G54380.3	0.458039	0.138112
AT3G54390.1	3.767931	4.953968
AT3G54390.2	1.713203	0
AT3G54400.1	63.010967	66.190634
AT3G54410.1	0.137699	0.325846
AT3G54420.1	7.506748	7.252091
AT3G54430.1	3.914209	3.341841
AT3G54440.1	22.776757	23.236435
AT3G54440.2	0	0
AT3G54440.3	0	0
AT3G54450.1	0	0.034702
AT3G54460.1	5.418688	5.6943
AT3G54460.2	0	0.130709
AT3G54470.1	56.215235	57.436047
AT3G54480.1	0	0
AT3G54480.2	1.382396	1.480545
AT3G54480.3	0	0
AT3G54480.4	8.738165	9.471755
AT3G54480.5	27.199198	24.794329
AT3G54480.6	6.318897	6.139813
AT3G54480.7	0	0
AT3G54490.1	0.084723	0.160273
AT3G54500.1	9.796297	8.74838
AT3G54500.2	0.173967	0.189093
AT3G54500.3	0	0
AT3G54500.4	0.208969	0.203724
AT3G54500.5	1.220608	1.408797
AT3G54500.6	0	0
AT3G54500.7	1.88731	3.024352
AT3G54500.8	0.376848	0.576976
AT3G54510.1	0	0
AT3G54510.2	0	0
AT3G54510.3	0	0
AT3G54510.4	0	0
AT3G54510.5	0	0
AT3G54510.6	0.067596	0.128171
AT3G54520.1	0	0.241699
AT3G54530.1	0.118714	0.112417
AT3G54530.2	0	0
AT3G54530.3	0	0
AT3G54540.1	14.039526	18.104421
AT3G54540.2	22.014655	19.430108
AT3G54550.1	0	0
AT3G54560.1	55.955423	65.455028
AT3G54560.2	17.783359	8.704707
AT3G54570.1	0	0
AT3G54580.1	22.302008	22.916202
AT3G54590.1	6.291929	5.948108
AT3G54590.2	0	0
AT3G54590.3	8.750954	8.49169
AT3G54600.1	44.03222	45.741461
AT3G54610.1	7.098863	8.756354
AT3G54620.1	68.054184	68.601534
AT3G54620.2	5.241823	6.544073
AT3G54620.3	3.740313	2.229567
AT3G54630.1	4.469705	4.628571
AT3G54640.1	51.022635	52.75229
AT3G54650.1	16.464434	16.357562
AT3G54660.1	126.380994	126.39575
AT3G54670.1	15.389344	14.764817
AT3G54680.1	19.049682	18.663497
AT3G54690.1	18.399273	19.711325
AT3G54700.1	0	0
AT3G54700.2	0	0.03928
AT3G54710.1	5.872135	5.670754
AT3G54720.1	11.28432	12.485369
AT3G54730.1	0.255286	0
AT3G54730.2	0	0
AT3G54730.3	0	0.197386
AT3G54730.4	0	0
AT3G54740.1	0	0
AT3G54740.2	0	0
AT3G54740.3	0	0
AT3G54740.4	0	0
AT3G54740.5	0.715902	0.843839
AT3G54740.6	3.34905	4.193964
AT3G54740.7	0	0
AT3G54740.8	2.446057	1.727159
AT3G54750.1	5.438977	3.645181
AT3G54750.2	0.924862	2.287749
AT3G54750.3	4.062753	4.025306
AT3G54750.4	1.953681	3.904786
AT3G54750.5	1.067677	2.398368
AT3G54760.1	18.569843	16.468432
AT3G54760.2	8.697023	12.732514
AT3G54770.1	7.578582	7.18543
AT3G54770.2	0	0
AT3G54770.3	0.375222	0.4195
AT3G54780.1	1.018345	1.079389
AT3G54780.2	0	0
AT3G54780.3	0.1507	0.056711
AT3G54780.4	0	0
AT3G54780.5	0	0
AT3G54790.1	8.33673	4.981685
AT3G54790.2	0	3.814737
AT3G54790.3	0	0
AT3G54800.1	0	0
AT3G54800.2	0.048768	0.023128
AT3G54810.1	3.28358	0
AT3G54810.2	14.950372	18.514643
AT3G54820.1	10.629779	9.15021
AT3G54826.1	28.070846	23.844971
AT3G54830.1	33.94869	39.370136
AT3G54830.2	0	0
AT3G54840.1	45.424591	43.898758
AT3G54840.2	2.590069	3.71892
AT3G54840.3	0.138799	0.392869
AT3G54850.1	8.764264	9.191451
AT3G54860.1	14.151758	16.291441
AT3G54860.2	0	0.136456
AT3G54870.1	0	0
AT3G54870.2	0.530545	0.519607
AT3G54870.3	0	0
AT3G54880.1	66.930196	67.070776
AT3G54890.1	2205.62451	2242.48793
AT3G54890.2	0.411761	0
AT3G54890.3	1.162188	0.48696
AT3G54890.4	1.165962	1.545934
AT3G54900.1	76.004312	82.497834
AT3G54910.1	3.551471	2.25716
AT3G54910.2	1.278563	1.76478
AT3G54910.3	0.41213	2.355242
AT3G54920.1	42.00357	42.311156
AT3G54925.1	0	0
AT3G54930.1	2.575112	1.593751
AT3G54930.2	0	0.563357
AT3G54930.3	0.647003	0.995806
AT3G54940.2	0.964114	0.913331
AT3G54940.3	0	0
AT3G54950.1	6.248538	7.608315
AT3G54960.1	24.192919	25.366219
AT3G54960.2	0	0
AT3G54970.1	7.279982	8.244386
AT3G54970.2	0.141086	0
AT3G54970.3	0	0
AT3G54970.4	0	0
AT3G54970.5	0.470212	0.652415
AT3G54970.6	3.596478	1.572517
AT3G54980.1	1.738872	2.294176
AT3G54980.2	2.65176	2.536676
AT3G54990.1	13.059938	16.198152
AT3G54990.2	0	0.166313
AT3G55000.1	27.613768	28.93159
AT3G55005.1	22.474888	21.662286
AT3G55010.1	29.332204	31.505467
AT3G55010.2	12.113887	7.732004
AT3G55020.1	31.27299	31.776451
AT3G55020.2	0.053351	0.20099
AT3G55020.3	2.984853	2.593753
AT3G55030.1	20.243728	19.896684
AT3G55040.1	72.562986	77.788443
AT3G55050.1	3.117907	4.811412
AT3G55050.2	12.984108	11.075773
AT3G55060.1	2.189359	1.541952
AT3G55060.2	1.229621	1.701042
AT3G55060.3	0	0.170856
AT3G55070.1	14.765636	14.005773
AT3G55070.2	3.086637	2.087542
AT3G55080.1	9.582182	9.906651
AT3G55080.2	0	1.052965
AT3G55080.3	0.426682	0.0929
AT3G55080.4	0.683738	0
AT3G55080.5	0.780574	0
AT3G55090.1	0.652951	0.486617
AT3G55100.1	0	0
AT3G55100.2	0	0
AT3G55110.1	2.826603	2.1303
AT3G55120.1	40.144908	43.348752
AT3G55130.1	15.443429	14.995149
AT3G55140.1	19.815666	19.678825
AT3G55140.2	0.363799	0
AT3G55150.1	1.75562	1.865608
AT3G55160.1	2.385196	1.411253
AT3G55160.2	0.306947	0.540581
AT3G55160.3	0	1.080066
AT3G55170.1	0	0
AT3G55170.2	0	0
AT3G55170.3	0	0
AT3G55170.4	8.327196	4.732785
AT3G55170.5	102.572505	101.070778
AT3G55180.1	0.057523	0
AT3G55190.1	0	0
AT3G55200.1	0.652938	0
AT3G55200.2	8.915682	8.182043
AT3G55200.3	6.240406	5.040716
AT3G55210.1	0.129945	0
AT3G55220.1	15.324454	16.133101
AT3G55230.1	17.321376	18.509539
AT3G55240.1	1.055972	1.546188
AT3G55250.1	81.925062	76.7374
AT3G55252.1	0	0
AT3G55254.1	0	0
AT3G55260.1	22.150986	23.392647
AT3G55270.1	20.180394	20.171769
AT3G55280.1	64.613987	73.942673
AT3G55280.2	146.434117	135.393132
AT3G55280.3	0	0
AT3G55290.1	0.833512	3.605984
AT3G55290.2	5.334757	2.58564
AT3G55310.1	0.240228	0.164204
AT3G55320.1	5.689943	4.865671
AT3G55330.1	254.800206	253.51869
AT3G55340.1	9.376444	8.678444
AT3G55350.1	6.798941	7.291267
AT3G55360.1	58.185207	62.183083
AT3G55370.1	4.135571	3.473614
AT3G55370.2	0.942835	1.321507
AT3G55370.3	0	0
AT3G55380.1	24.643229	25.246397
AT3G55380.2	0	0
AT3G55390.1	11.554245	7.880676
AT3G55400.1	55.730541	57.228176
AT3G55400.2	5.700309	3.722503
AT3G55410.1	44.815078	48.465012
AT3G55410.2	0.392276	0
AT3G55420.1	12.316284	10.756891
AT3G55430.1	41.682746	44.436418
AT3G55440.1	576.093896	583.899482
AT3G55450.1	20.438862	19.88507
AT3G55450.2	11.680505	14.021935
AT3G55460.1	95.123363	88.27159
AT3G55470.1	18.672952	18.848796
AT3G55470.2	6.296601	6.962886
AT3G55480.1	0.320045	2.937544
AT3G55480.2	11.42157	8.477181
AT3G55490.1	16.145471	14.145862
AT3G55500.1	4.050809	4.493825
AT3G55510.1	9.35137	12.119498
AT3G55510.2	0.940263	0.106414
AT3G55513.1	0	0
AT3G55515.1	0.130385	0.308591
AT3G55520.1	55.111182	60.739812
AT3G55520.2	0.400315	0
AT3G55520.3	0.263205	0.36597
AT3G55530.1	14.113886	12.736196
AT3G55540.1	0	0
AT3G55550.1	0	0.057645
AT3G55560.1	16.581859	17.082572
AT3G55566.1	0	0
AT3G55570.1	0	0
AT3G55580.1	0.69791	0.661508
AT3G55590.1	0	0
AT3G55600.1	11.211374	11.185532
AT3G55600.2	1.266673	2.240049
AT3G55605.1	11.987847	11.781737
AT3G55610.1	37.797969	37.938972
AT3G55610.2	0	0
AT3G55620.1	83.121796	80.156612
AT3G55630.1	6.228097	4.582079
AT3G55630.2	0.276156	0
AT3G55630.3	17.670236	20.228074
AT3G55630.4	1.220318	1.284558
AT3G55630.5	4.806938	6.324021
AT3G55630.6	0	0
AT3G55630.7	11.23348	8.799313
AT3G55640.1	10.329726	8.821312
AT3G55640.2	1.104966	1.509681
AT3G55640.3	0	0
AT3G55640.4	0	0
AT3G55646.1	3.107732	2.046458
AT3G55650.1	0	0
AT3G55660.1	10.204147	11.584097
AT3G55660.2	0.081317	0.374181
AT3G55665.1	0	0
AT3G55670.1	0	0
AT3G55672.1	0	0
AT3G55677.1	0	0
AT3G55680.1	0	0
AT3G55690.1	2.501067	2.16936
AT3G55700.1	0.379566	0.719427
AT3G55710.1	5.155001	5.891057
AT3G55720.1	0.535348	1.24891
AT3G55730.1	5.063928	4.101556
AT3G55740.1	9.360076	9.405993
AT3G55740.2	0.446208	0.135532
AT3G55740.3	4.210426	4.475391
AT3G55750.1	290.493122	286.89309
AT3G55760.1	5.577496	5.640928
AT3G55760.2	0.259592	0.215903
AT3G55760.3	7.691552	7.789942
AT3G55770.1	65.028182	74.314412
AT3G55770.2	86.217522	89.663559
AT3G55770.3	7.90088	3.061511
AT3G55770.4	7.864067	7.626985
AT3G55770.5	3.907866	4.603312
AT3G55770.6	3.540463	1.38999
AT3G55770.7	0.530631	0.248019
AT3G55780.1	0.048361	0
AT3G55790.1	0	0
AT3G55800.1	489.800009	512.71786
AT3G55810.1	0	0.044624
AT3G55820.1	1.069676	1.392311
AT3G55830.1	37.304049	37.606297
AT3G55840.1	1.809931	2.482539
AT3G55850.1	0	0
AT3G55850.2	0	0
AT3G55850.3	0.960954	1.195226
AT3G55850.4	2.845741	2.087839
AT3G55850.5	0	0
AT3G55850.6	7.322803	7.579995
AT3G55860.1	0	0
AT3G55860.2	0	0.101389
AT3G55870.1	0	0
AT3G55870.2	0	0
AT3G55870.3	0	0
AT3G55880.1	0.458032	0
AT3G55880.2	10.425324	8.493706
AT3G55880.3	0.745435	0.231576
AT3G55880.4	0.193787	0.410635
AT3G55890.1	0	0.396418
AT3G55890.2	0	0
AT3G55890.3	0	0
AT3G55890.4	2.95409	1.908774
AT3G55900.1	0.492491	1.619224
AT3G55910.1	2.019926	1.668641
AT3G55920.1	29.080071	33.800531
AT3G55930.1	0	0
AT3G55935.1	0	0
AT3G55940.1	0.490225	0.639139
AT3G55950.1	1.647214	1.50546
AT3G55960.1	27.794754	26.47015
AT3G55970.1	0.047329	0.305177
AT3G55970.2	0.0428	0.048452
AT3G55980.1	67.339685	69.283224
AT3G55980.2	1.705461	0
AT3G55990.1	4.491308	4.195547
AT3G56000.1	1.481696	1.533316
AT3G56010.1	106.229302	114.22199
AT3G56020.1	328.369364	307.146624
AT3G56030.1	4.277547	4.793183
AT3G56040.1	34.679113	34.309378
AT3G56050.1	32.726513	34.974298
AT3G56050.2	0.792344	0
AT3G56060.1	9.660876	11.226445
AT3G56070.1	61.102749	50.116857
AT3G56070.2	9.37873	17.433682
AT3G56080.1	2.242667	1.963573
AT3G56080.2	0.310724	0.427626
AT3G56090.1	95.654257	99.82964
AT3G56100.1	1.735995	2.036442
AT3G56100.2	1.65468	1.19642
AT3G56110.1	0	0
AT3G56110.2	2.552833	1.537534
AT3G56110.3	0	0.522532
AT3G56110.4	26.510657	30.384412
AT3G56120.1	15.468086	16.373921
AT3G56130.1	92.814279	87.552436
AT3G56130.2	7.702875	9.642333
AT3G56130.3	0	0
AT3G56130.4	0	0
AT3G56130.5	5.859459	3.926416
AT3G56140.1	28.369385	27.073882
AT3G56140.2	3.160754	3.554896
AT3G56140.3	0	0.380475
AT3G56150.1	34.058418	38.806899
AT3G56150.2	48.451012	45.278092
AT3G56160.1	0	0
AT3G56160.2	3.831944	5.213433
AT3G56160.3	28.651283	28.49296
AT3G56160.4	1.840424	1.847783
AT3G56160.5	0.076272	0.266584
AT3G56170.1	24.197388	24.767684
AT3G56180.1	0	0
AT3G56180.2	0	0.14935
AT3G56190.1	82.213977	81.705708
AT3G56190.2	0	0
AT3G56200.1	12.865931	13.35317
AT3G56210.1	0.563168	0.119665
AT3G56210.2	22.346919	22.793532
AT3G56210.4	7.997665	7.375291
AT3G56210.5	2.225469	2.86207
AT3G56220.1	2.658843	2.583669
AT3G56220.2	0	0.978382
AT3G56230.1	1.506541	2.483789
AT3G56240.1	11.283846	9.539781
AT3G56240.2	2.093502	2.353821
AT3G56240.3	406.101299	433.281804
AT3G56250.1	0	0
AT3G56250.2	1.095357	0
AT3G56250.3	0	0
AT3G56250.4	2.742389	2.777089
AT3G56260.1	0	0
AT3G56260.2	3.961648	4.840056
AT3G56270.1	4.068149	3.610879
AT3G56290.1	14.0129	13.532915
AT3G56300.1	0	0
AT3G56300.2	0.069384	0.055466
AT3G56300.3	1.054435	1.165066
AT3G56310.1	64.807008	67.805244
AT3G56310.2	0	0
AT3G56320.1	2.216087	1.395621
AT3G56320.2	0	0
AT3G56320.3	0	0.501773
AT3G56320.4	0	0
AT3G56320.5	0	0
AT3G56320.6	0	0
AT3G56320.7	0	0
AT3G56330.1	12.690784	12.505006
AT3G56340.1	362.243325	362.904869
AT3G56350.1	0	0
AT3G56360.1	272.697893	271.890928
AT3G56370.1	14.117945	15.593286
AT3G56380.1	0	0
AT3G56380.2	0	0
AT3G56390.1	0	0
AT3G56400.1	12.573209	15.104424
AT3G56410.1	3.411651	3.214798
AT3G56410.2	3.819853	2.785235
AT3G56410.3	0	1.36189
AT3G56420.1	0	0
AT3G56420.2	0	0
AT3G56420.3	0	0
AT3G56430.1	12.368134	11.965705
AT3G56440.1	2.413791	3.615281
AT3G56440.2	0.089509	0.498756
AT3G56440.3	0.073846	0
AT3G56450.1	4.915763	5.633641
AT3G56460.1	78.178426	80.98333
AT3G56470.1	1.383235	0.991639
AT3G56480.1	20.628771	20.621692
AT3G56490.1	64.531835	61.555206
AT3G56500.1	1.304158	0
AT3G56510.1	11.619263	12.894803
AT3G56510.2	10.484777	10.884405
AT3G56510.3	0.686157	0
AT3G56510.4	0.154948	0.137059
AT3G56510.5	0.305414	0.347164
AT3G56520.1	0	0
AT3G56530.1	0	0
AT3G56540.1	0	0
AT3G56550.1	0.567325	0.620241
AT3G56550.2	0.452674	0
AT3G56560.1	0	0
AT3G56570.1	1.077111	0.987595
AT3G56570.2	1.329184	1.291308
AT3G56580.1	17.156434	18.150849
AT3G56580.2	1.794542	0
AT3G56580.3	0	2.099438
AT3G56590.1	2.756816	3.511771
AT3G56590.2	13.551885	14.402815
AT3G56600.1	0	0
AT3G56600.2	0.0856	0
AT3G56600.3	0	0.251676
AT3G56610.1	0	0
AT3G56620.1	2.794721	2.737679
AT3G56630.1	18.885631	16.287337
AT3G56640.1	4.271843	4.640137
AT3G56650.1	80.992521	86.242588
AT3G56660.1	0.06326	0.149951
AT3G56670.1	0	0
AT3G56680.1	104.910625	102.086723
AT3G56690.1	5.211985	5.526554
AT3G56700.1	0	0
AT3G56700.2	0	0
AT3G56710.1	4.279134	4.389241
AT3G56710.2	0	0.550061
AT3G56720.1	2.280802	1.632073
AT3G56720.2	17.984282	17.726471
AT3G56720.3	5.837908	7.774714
AT3G56720.4	0.066059	0.064065
AT3G56720.5	1.583965	0
AT3G56720.6	0	1.196422
AT3G56720.7	4.124882	3.768632
AT3G56730.1	0	0.229154
AT3G56730.2	0	0
AT3G56730.3	1.200037	1.852034
AT3G56730.4	0	0.145201
AT3G56730.5	0	0.868355
AT3G56730.6	1.33338	0.143837
AT3G56740.1	8.093127	8.278706
AT3G56750.1	22.427718	21.970696
AT3G56760.1	12.569389	13.0868
AT3G56770.1	1.318757	2.372015
AT3G56770.2	0	0
AT3G56780.1	0	0
AT3G56780.2	0	0
AT3G56780.3	0	0
AT3G56790.1	0.67874	0.384313
AT3G56800.1	128.176268	139.656013
AT3G56810.1	12.236696	11.147512
AT3G56820.1	7.545161	8.563623
AT3G56820.2	0.74397	0.221839
AT3G56820.3	0.181276	0
AT3G56830.1	0	0
AT3G56830.2	1.596074	0.334412
AT3G56830.3	4.916847	5.03363
AT3G56830.4	0	0
AT3G56830.5	0.145672	0
AT3G56830.6	0.274933	0.673995
AT3G56830.7	1.076561	0.243436
AT3G56830.8	0	0
AT3G56840.1	11.556415	12.741565
AT3G56850.1	12.156861	14.292445
AT3G56860.1	7.949878	4.653468
AT3G56860.10	2.055874	2.154853
AT3G56860.11	17.363216	15.692722
AT3G56860.2	1.787185	3.150584
AT3G56860.3	7.651027	7.760037
AT3G56860.4	0	0
AT3G56860.5	2.615954	0
AT3G56860.6	0	0
AT3G56860.7	0	0
AT3G56860.8	2.741996	5.242358
AT3G56860.9	6.004806	6.754792
AT3G56870.1	1.202284	2.749944
AT3G56870.2	1.076796	0
AT3G56880.1	48.401438	53.623054
AT3G56890.1	1.355297	1.189705
AT3G56891.1	0.273425	1.03207
AT3G56891.2	0	0
AT3G56900.1	9.067338	9.430453
AT3G56910.1	1261.087085	1235.260154
AT3G56920.1	0	0
AT3G56930.1	8.603122	8.598986
AT3G56930.2	0	0
AT3G56940.1	510.795514	508.919209
AT3G56940.2	0	0
AT3G56950.1	34.222936	35.972082
AT3G56950.2	0	0
AT3G56960.1	0.983187	0.911925
AT3G56960.2	1.213308	0.633237
AT3G56970.1	23.353456	25.125192
AT3G56980.1	29.958294	31.348255
AT3G56990.1	14.867091	16.427453
AT3G56990.2	0.620035	0.677343
AT3G56990.3	0.837571	1.121903
AT3G57000.1	45.507463	47.811113
AT3G57010.1	10.072157	8.225922
AT3G57020.1	46.383205	48.819088
AT3G57020.2	3.293762	4.307135
AT3G57030.1	11.179395	12.628838
AT3G57040.1	15.948982	16.829722
AT3G57040.2	0	0
AT3G57050.1	44.175451	49.096313
AT3G57050.2	3.563675	2.21673
AT3G57050.3	0.163932	0
AT3G57050.4	0	1.96202
AT3G57050.5	6.85298	2.811486
AT3G57060.1	0	0
AT3G57060.2	0	0
AT3G57060.3	3.756764	3.942872
AT3G57062.1	11.237711	12.304321
AT3G57062.2	3.038385	6.350618
AT3G57070.1	11.79598	11.286264
AT3G57072.1	0	0
AT3G57080.1	17.411649	18.406194
AT3G57090.1	64.701151	65.143474
AT3G57090.2	0.684323	0.156574
AT3G57100.1	0.047446	0.134861
AT3G57110.1	0.458814	0.325042
AT3G57120.1	6.953666	7.518712
AT3G57130.1	0.547379	1.210726
AT3G57130.2	0	0
AT3G57140.1	0.501702	0
AT3G57140.2	1.919396	2.26521
AT3G57150.1	89.406438	85.130249
AT3G57160.1	0	0
AT3G57160.2	16.747854	15.038608
AT3G57170.1	11.483614	11.654486
AT3G57170.2	0.20889	0.580212
AT3G57180.1	16.917129	19.001225
AT3G57190.1	17.009337	15.977264
AT3G57200.1	1.260889	1.163749
AT3G57200.2	0	0.086273
AT3G57210.1	0.413374	0.33553
AT3G57220.1	22.347378	20.457999
AT3G57230.1	5.25793	12.001929
AT3G57230.2	6.156404	3.985463
AT3G57230.3	0.431543	0.897603
AT3G57230.4	18.458012	11.113994
AT3G57230.5	1.605655	1.701891
AT3G57240.1	1.914756	1.957132
AT3G57250.1	0	0
AT3G57260.1	0.869775	1.482641
AT3G57260.2	0	0
AT3G57270.1	0	0
AT3G57280.1	34.434971	33.296397
AT3G57290.1	105.806233	103.763902
AT3G57300.1	0	0
AT3G57300.2	0	0.237704
AT3G57300.3	0	0
AT3G57300.4	13.010406	12.869745
AT3G57310.1	0	0
