ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
4560	AT2G32250		chr2	+	13696222	13696486	13696222	13696288	13696417	13696486	4560	28,60,36,20,56,33	50,72,65,48,44,53	67,60,59,107,104,34	45,20,32,57,62,18	278	149	0.000341368926317	0.0143099651531916	0.231,0.309,0.229,0.183,0.406,0.25	0.444,0.617,0.497,0.502,0.473,0.503	-0.238	4524		13696222	13696288	13696411	13696486	4524	8,5	40,24	28,26,20,26	19,31,18,28	272	149	0.000468006022529	0.0352222968370013	0.099,0.102	0.447,0.315,0.378,0.337	-0.269
4668	AT2G36680		chr2	-	15369245	15369495	15369245	15369361	15369448	15369495	4668	122,178,160,115,190,143	43,22,23,41,41,35	414,385,444,627,752,251	25,12,15,24,28,5	236	149	9.65509271755e-07	6.782050262949312e-05	0.642,0.836,0.815,0.639,0.745,0.721	0.913,0.953,0.949,0.943,0.944,0.969	-0.212	4634		15369245	15369366	15369448	15369495	4634	65,64	82,143	209,213,249,265	53,36,53,74	231	149	1.11022302463e-16	1.8115139018546168e-13	0.338,0.224	0.718,0.792,0.752,0.698	-0.459
4669	AT2G36680		chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	4669	87,143,121,90,158,102	344,480,395,340,516,435	377,348,413,587,680,230	293,169,259,275,396,142	231	149	0.0	0.0	0.14,0.161,0.165,0.146,0.165,0.131	0.454,0.57,0.507,0.579,0.526,0.511	-0.373	4634		15369245	15369366	15369448	15369495	4634	65,64	82,143	209,213,249,265	53,36,53,74	231	149	1.11022302463e-16	1.8115139018546168e-13	0.338,0.224	0.718,0.792,0.752,0.698	-0.459
4686	AT5G11210		chr5	-	3571064	3572276	3571064	3571668	3571869	3572276	4686	4,8,1,13,10,8	12,7,9,1,4,17	10,7,6,8,12,4	3,0,0,2,0,2	350	149	0.000199938807206	0.0088488325075825	0.124,0.327,0.045,0.847,0.516,0.167	0.587,1.0,1.0,0.63,1.0,0.46	-0.442	4651		3571064	3571668	3571869	3572276	4651	0,4	3,2	11,14,4,3	0,0,1,0	350	149	8.99673833135e-05	0.0081553766911033	0.0,0.46	1.0,1.0,0.63,1.0	-0.677
5038	AT1G31850		chr1	+	11430256	11431443	11430256	11430452	11431135	11431443	5038	14,31,25,21,39,22	52,58,65,46,56,67	39,27,39,65,39,9	4,4,2,21,11,7	832	149	5.87615633818e-06	0.0003593442428924	0.046,0.087,0.064,0.076,0.111,0.056	0.636,0.547,0.777,0.357,0.388,0.187	-0.409	5005		11430256	11430452	11431135	11431443	5005	13,28	14,33	23,19,19,39	0,3,2,8	832	149	0.000215210751297	0.0172697807803084	0.143,0.132	1.0,0.531,0.63,0.466	-0.519
5124	AT4G33625		chr4	-	16153264	16153833	16153264	16153345	16153715	16153833	5124	390,595,477,395,628,526	489,774,588,629,806,639	943,831,835,1197,1365,581	654,454,477,555,732,222	519	149	1.1114712557e-06	7.601878404116579e-05	0.186,0.181,0.189,0.153,0.183,0.191	0.293,0.344,0.334,0.382,0.349,0.429	-0.175	5091		16153264	16153345	16153715	16153833	5091	106,192	317,287	415,425,507,605	299,272,324,392	519	149	8.32468941792e-06	0.0011319265194644	0.088,0.161	0.285,0.31,0.31,0.307	-0.178
5186	AT3G09800		chr3	-	3007907	3008610	3007907	3007938	3008347	3008610	5186	89,141,126,100,142,93	143,242,174,149,202,167	273,257,220,368,402,114	154,98,133,204,205,62	558	149	3.45427686455e-09	3.52065316508449e-07	0.143,0.135,0.162,0.152,0.158,0.129	0.321,0.412,0.306,0.325,0.344,0.329	-0.193	5153		3007907	3007938	3008347	3008610	5153	68,66	83,73	218,206,195,238	86,60,76,103	558	149	3.33785663039e-05	0.0036028731411284	0.179,0.194	0.404,0.478,0.407,0.382	-0.231
5311	AT2G17970		chr2	-	7818817	7819583	7818817	7819425	7819511	7819583	5311	36,40,50,23,22,35	50,53,56,43,48,41	159,135,138,215,260,76	20,41,28,30,38,18	235	149	0.0	0.0	0.313,0.324,0.361,0.253,0.225,0.351	0.834,0.676,0.758,0.82,0.813,0.728	-0.467	5279		7818817	7819425	7819511	7819583	5279	4,19	18,21	63,64,67,71	19,9,10,7	235	149	1.28404211708e-06	0.0002095128721035	0.123,0.365	0.678,0.818,0.809,0.865	-0.548
5345	AT2G25670		chr2	-	10930298	10931090	10930298	10930719	10930827	10931090	5345	356,553,488,403,600,537	205,295,273,241,381,261	523,432,449,915,714,294	163,115,146,220,213,66	257	149	0.000109833062948	0.0051433537045378	0.502,0.521,0.509,0.492,0.477,0.544	0.65,0.685,0.641,0.707,0.66,0.721	-0.17	5313		10930298	10930719	10930827	10931090	5313	197,280	98,132	332,322,344,505	37,42,74,53	257	149	1.32618692361e-07	3.091278567176643e-05	0.538,0.552	0.839,0.816,0.729,0.847	-0.263
5409	AT3G22190		chr3	-	7833428	7834135	7833428	7833556	7833722	7834135	5409	80,127,103,92,137,102	18,15,14,14,9,22	201,171,264,372,293,114	0,5,3,6,1,1	315	149	3.24881821556e-07	2.4834348653648354e-05	0.678,0.8,0.777,0.757,0.878,0.687	1.0,0.942,0.977,0.967,0.993,0.982	-0.214	5378		7833428	7833556	7833722	7834135	5378	31,67	6,14	75,77,87,107	0,1,1,1	315	149	7.3441114678e-05	0.0070012215074482	0.71,0.694	1.0,0.973,0.976,0.981	-0.28
5410	AT3G22190		chr3	-	7833428	7834135	7833428	7833556	7833784	7834135	5410	110,181,153,142,206,157	221,334,271,273,385,294	266,247,323,504,381,163	237,100,203,232,255,114	377	149	3.63991771168e-08	3.051660042792361e-06	0.164,0.176,0.182,0.171,0.175,0.174	0.307,0.494,0.386,0.462,0.371,0.361	-0.223	5378		7833428	7833556	7833722	7834135	5378	31,67	6,14	75,77,87,107	0,1,1,1	315	149	7.3441114678e-05	0.0070012215074482	0.71,0.694	1.0,0.973,0.976,0.981	-0.28
5526	AT3G20070		chr3	-	7006577	7006941	7006577	7006635	7006733	7006941	5526	36,69,66,40,40,77	14,31,20,16,23,18	34,18,46,22,20,13	40,35,29,50,33,31	247	149	2.87014489286e-06	0.0001860072280634	0.608,0.573,0.666,0.601,0.512,0.721	0.339,0.237,0.489,0.21,0.268,0.202	0.323	5495		7006577	7006635	7006733	7006941	5495	30,44	6,8	18,19,17,12	26,8,23,37	247	149	6.99049412186e-05	0.0068436937453009	0.751,0.768	0.295,0.589,0.308,0.164	0.421
5602	AT1G54030		chr1	+	20168776	20169684	20168776	20169029	20169099	20169684	5602	43,78,90,56,84,83	494,690,770,577,776,817	186,198,174,308,302,95	459,329,409,603,630,185	219	149	1.11022302463e-15	2.137384919269163e-13	0.056,0.071,0.074,0.062,0.069,0.065	0.216,0.291,0.224,0.258,0.246,0.259	-0.183	5570		20168776	20169029	20169099	20169684	5570	27,27	219,211	126,91,90,130	175,178,246,259	219	149	0.000155409705248	0.0133461492489291	0.077,0.08	0.329,0.258,0.199,0.255	-0.182
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
2284	AT3G26890		chr3	-	9910872	9910944	9909317	9910792	9911367	9911760	2284	19,32,23,24,26,33	46,60,56,58,78,70	20,14,15,27,54,14	9,2,5,5,10,5	221	149	1.5543122344799999e-15	4.798939023957e-12	0.218,0.264,0.217,0.218,0.183,0.241	0.6,0.825,0.669,0.785,0.785,0.654	-0.496	1497		9909317	9910792	9911367	9911760	1497	5,4	4,24	9,1,9,8	1,0,0,4	221	149	8.33823178008e-05	0.0363732199651045	0.457,0.101	0.859,1.0,1.0,0.574	-0.579
