ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
4536	AT3G04020		chr3	+	1040873	1041151	1040873	1040958	1041064	1041151	4536	0,2,1	11,10,16	7,11,10	8,9,18	255	149	0.00016509399416	0.0144592321794312	0.0,0.105,0.035	0.338,0.417,0.245	-0.287	4573		1040873	1040958	1041064	1041151	4573	4,15,11,1,10,5	35,81,50,28,56,47	16,24,16,33,27,13	15,17,16,31,28,6	255	149	4.29847935024e-10	4.6548949296974e-08	0.063,0.098,0.114,0.02,0.094,0.059	0.384,0.452,0.369,0.383,0.36,0.559	-0.343
4632	AT2G36680		chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	4632	15,44,40	98,132,132	99,118,89	65,86,48	231	149	1.1990408666e-14	1.4439449636030499e-11	0.09,0.177,0.164	0.496,0.47,0.545	-0.36	4668		15369245	15369361	15369448	15369495	4668	122,178,160,115,190,143	43,22,23,41,41,35	414,385,444,627,752,251	25,12,15,24,28,5	236	149	9.65509271755e-07	6.782050262949312e-05	0.642,0.836,0.815,0.639,0.745,0.721	0.913,0.953,0.949,0.943,0.944,0.969	-0.212
4632	AT2G36680		chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	4632	15,44,40	98,132,132	99,118,89	65,86,48	231	149	1.1990408666e-14	1.4439449636030499e-11	0.09,0.177,0.164	0.496,0.47,0.545	-0.36	4669		15369245	15369366	15369448	15369495	4669	87,143,121,90,158,102	344,480,395,340,516,435	377,348,413,587,680,230	293,169,259,275,396,142	231	149	0.0	0.0	0.14,0.161,0.165,0.146,0.165,0.131	0.454,0.57,0.507,0.579,0.526,0.511	-0.373
5105	AT3G08840		chr3	-	2681948	2682856	2681948	2682193	2682386	2682856	5105	16,22,37	15,34,34	135,161,121	44,43,44	342	149	4.00208325593e-05	0.0044832639636778	0.317,0.22,0.322	0.572,0.62,0.545	-0.293	5144		2681948	2682193	2682386	2682856	5144	43,82,62,45,59,47	54,93,82,77,100,100	180,179,228,360,304,131	67,36,44,83,88,40	342	149	0.0	0.0	0.258,0.278,0.248,0.203,0.204,0.17	0.539,0.684,0.693,0.654,0.601,0.588	-0.4
5176	AT4G34140		chr4	+	16351769	16352617	16351769	16352079	16352341	16352617	5176	14,21,22	2,22,8	39,51,38	0,0,0	411	149	2.258934102e-07	5.4406427846670006e-05	0.717,0.257,0.499	1.0,1.0,1.0	-0.509	5214		16351769	16352079	16352341	16352617	5214	82,112,101,96,107,120	26,27,28,21,15,21	43,43,51,81,75,30	2,1,5,6,2,3	411	149	0.000140012005051	0.0063285426283051	0.533,0.601,0.567,0.624,0.721,0.674	0.886,0.94,0.787,0.83,0.931,0.784	-0.24
5248	AT3G14150		chr3	-	4692539	4693133	4692539	4692688	4692926	4693133	5248	3,1,10	3,14,12	1,4,9	0,1,0	387	149	5.86093059973e-07	0.0001129284107955	0.278,0.027,0.243	1.0,0.606,1.0	-0.686	5285		4692539	4692688	4692926	4693133	5285	28,31,40,27,31,36	32,25,19,24,29,16	7,18,17,34,40,12	3,1,2,0,4,0	387	149	8.3636376047e-08	6.7928419170672814e-06	0.252,0.323,0.448,0.302,0.292,0.464	0.473,0.874,0.766,1.0,0.794,1.0	-0.471
5308	AT2G25670		chr2	-	10930298	10931090	10930298	10930719	10930827	10931090	5308	127,158,150	75,130,156	324,262,230	71,88,83	257	149	0.00043278239126	0.0277961703826589	0.495,0.413,0.358	0.726,0.633,0.616	-0.236	5345		10930298	10930719	10930827	10931090	5345	356,553,488,403,600,537	205,295,273,241,381,261	523,432,449,915,714,294	163,115,146,220,213,66	257	149	0.000109833062948	0.0051433537045378	0.502,0.521,0.509,0.492,0.477,0.544	0.65,0.685,0.641,0.707,0.66,0.721	-0.17
5488	AT3G20070		chr3	-	7006577	7006941	7006577	7006635	7006705	7006941	5488	25,33,30	15,23,12	23,31,36	2,0,3	219	149	1.31544098003e-06	0.0002263028286001	0.531,0.494,0.63	0.887,1.0,0.891	-0.374	5526		7006577	7006635	7006733	7006941	5526	36,69,66,40,40,77	14,31,20,16,23,18	34,18,46,22,20,13	40,35,29,50,33,31	247	149	2.87014489286e-06	0.0001860072280634	0.608,0.573,0.666,0.601,0.512,0.721	0.339,0.237,0.489,0.21,0.268,0.202	0.323
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
623	AT5G64460		chr5	-	25775305	25775354	25775044	25775115	25775482	25775568	623	37,44,44	31,46,39	56,52,57	13,14,10	198	149	6.30156091497e-06	0.0085596202428342	0.473,0.419,0.459	0.764,0.737,0.811	-0.32	950		25775044	25775115	25775482	25775568	950	12,12,20,19,28,11	44,62,47,45,55,37	28,30,15,30,53,22	8,5,10,10,15,3	198	149	6.66133814775e-16	4.113376306235625e-12	0.17,0.127,0.243,0.241,0.277,0.183	0.725,0.819,0.53,0.693,0.727,0.847	-0.517
