groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Col_0	fio1	log2fold_fio1_Col_0	abs_logFC	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts
AT5G43630	E004	25.1697443807019	0.00887197700249203	11.9599071221122	0.000543575802088205	0.0343437007796717	6.59253559729629	9.32691417047445	1.00447018440935	1.00447018440935	5	17526962	17527240	279	+	10	19	21	34	47	28	"c(""AT5G43630.3"", ""AT5G43630.2"")"
AT3G47010+AT3G47000	E016	197.422767624133	0.0113086424286173	26.0816948794084	3.27272069006453E-07	7.02742388175674E-05	24.3148654055339	17.3019578487458	-1.00409323114221	1.00409323114221	3	17316649	17317242	594	-	205	350	295	85	100	124	"c(""AT3G47010.3"", ""AT3G47010.1"", ""AT3G47010.2"")"
AT2G09685+AT2G09680+AT2G09690+AT2G09700+AT2G46192+AT2G09695	E003	21.7822645197894	0.0109418528295018	14.1932693069509	0.000164959515748544	0.014132943333077	8.68900295793384	6.1422613961891	-1.0037376450619	1.0037376450619	2	18973331	18973423	93	+	16	36	32	21	20	8	AT2G46192.1
AT3G17460+AT3G17465	E001	136.513600177429	0.00251442369317582	63.7568188953981	1.40765476884654E-15	9.52058311281978E-13	21.8397576383342	15.5221131723166	-1.00330456014043	1.00330456014043	3	5976645	5977721	1077	-	114	142	160	152	128	128	AT3G17460.1
AT2G20410	E001	35.4920853479966	0.00482918138700768	22.3740673673201	2.24383406877851E-06	0.000384481969396836	7.87787447501393	11.1345628874806	1.00307897477246	1.00307897477246	2	8802091	8802422	332	+	16	28	32	49	52	45	"c(""AT2G20410.1"", ""AT2G20410.2"")"
AT3G47010+AT3G47000	E024	119.948670892623	0.0113671724919861	22.0036326412196	2.72134916957682E-06	0.000457621837902661	19.1086116552043	13.563261049525	-1.00289773397383	1.00289773397383	3	17318367	17318512	146	-	126	166	229	75	74	42	"c(""AT3G47010.3"", ""AT3G47010.1"", ""AT3G47010.4"", ""AT3G47010.2"")"
AT1G53790	E006	22.5220774365246	0.0122891498040832	11.1980775705735	0.000818821190920944	0.0459647595766335	8.85998997146035	6.26939378732541	-1.00096343305042	1.00096343305042	1	20080971	20081052	82	-	21	25	33	26	14	16	"c(""AT1G53790.1"", ""AT1G53790.2"", ""AT1G53790.3"")"
AT1G66940	E002	38.0494729512028	0.00539773441220204	21.0479643860498	4.47928473972902E-06	0.000715851202837536	8.2300715284932	11.619082160703	1.00019397920563	1.00019397920563	1	24973052	24973066	15	-	14	37	35	59	53	42	"c(""AT1G66940.1"", ""AT1G66940.4"", ""AT1G66940.2"")"
AT5G14270+AT5G14280	E020	75.7981941709103	0.00896638946422008	24.3296729564113	8.11788611977136E-07	0.000155597884640262	11.4638151959615	16.1553395693379	0.999768381771179	0.999768381771179	5	4609078	4609347	270	+	50	50	63	132	93	80	AT5G14280.1
AT1G18730	E004	34.1261957151638	0.00666709637673684	16.8805376215001	3.98076653080331E-05	0.00455981529379756	7.7818536115719	10.9759517657275	0.996912972591355	0.996912972591355	1	6460844	6460895	52	+	18	26	34	43	56	36	AT1G18730.5
AT2G03870+AT2G03880	E010	58.6238702781661	0.0194542573368855	11.6749068463151	0.000633487124500805	0.0382609277044093	10.0520948514393	14.1595415862653	0.99617446301883	0.99617446301883	2	1181513	1183703	2191	+	30	38	50	113	88	50	AT2G03880.1
AT2G09685+AT2G09680+AT2G09690+AT2G09700+AT2G46192+AT2G09695	E011	54.0091694717901	0.0202997050956841	12.9024955885239	0.000328144311767122	0.0238315970603625	9.53755996940313	13.4378821879552	0.996092666143239	0.996092666143239	2	18974056	18974133	78	+	29	39	32	93	76	67	AT2G46192.1
AT1G50460	E005	91.7944935997138	0.00416129375571416	37.9130905639693	7.39672622547495E-10	2.59867134415828E-07	12.8164978637176	18.006632717513	0.99329470590429	0.99329470590429	1	18695929	18696003	75	+	65	97	94	88	120	96	"c(""AT1G50460.2"", ""AT1G50460.3"", ""AT1G50460.1"")"
AT3G47010+AT3G47000	E025	47.4051773117424	0.0141685261012625	12.771002583253	0.000352034103939493	0.025172957749199	12.1009989640216	8.59396587250617	-0.993022264065126	0.993022264065126	3	17318589	17318679	91	-	43	88	76	37	20	19	"c(""AT3G47010.3"", ""AT3G47010.1"", ""AT3G47010.4"", ""AT3G47010.2"")"
AT2G01130+AT2G01140	E001	30.459773477101	0.00960545623027957	19.3990588230213	1.06059315298651E-05	0.00150214821750939	10.1014872790871	7.17073741788269	-0.992629241919028	0.992629241919028	2	88320	88488	169	-	29	39	50	15	30	19	AT2G01130.1
AT1G66940	E007	68.9384242853638	0.00251964382431679	39.0199945368319	4.19487150409398E-10	1.53342529053226E-07	11.0464563634386	15.514213269997	0.989100730782613	0.989100730782613	1	24973603	24973729	127	-	33	57	65	106	92	78	"c(""AT1G66940.3"", ""AT1G66940.2"")"
AT3G08800+AT3G08790	E021	25.7016848889878	0.00690858123367809	15.0990903080167	0.000102012435790699	0.00974003063864806	9.26646574391253	6.58654352067376	-0.988252573369699	0.988252573369699	3	2674042	2674138	97	+	26	38	33	18	19	18	"c(""AT3G08800.2"", ""AT3G08800.1"")"
AT5G06265	E010	42.6553561493055	0.00755144260209008	16.7457744093632	4.27373383739256E-05	0.0048210606616817	8.32829719978363	11.7026122178772	0.986654342711714	0.986654342711714	5	1906244	1906424	181	+	22	22	25	83	63	52	"c(""AT5G06265.2"", ""AT5G06265.6"", ""AT5G06265.3"", ""AT5G06265.8"", ""AT5G06265.10"")"
AT1G29970+AT1G29965	E001	38.4594344174516	0.00466980584757157	16.4668433984898	4.95083610757004E-05	0.00543706629181136	7.95313804758538	11.1759038716061	0.986315911840423	0.986315911840423	1	10498310	10498350	41	-	12	23	28	61	66	54	AT1G29965.1
AT3G47010+AT3G47000	E023	154.998243416403	0.00279879778194365	52.1008659835614	5.27216731838809E-13	2.76257968734513E-10	21.6334494592845	15.4653759584401	-0.985934320034071	0.985934320034071	3	17318037	17318280	244	-	161	225	284	88	90	70	"c(""AT3G47010.3"", ""AT3G47010.1"", ""AT3G47010.4"", ""AT3G47010.2"")"
AT4G16950+AT4G02965	E009	80.49544483053	0.0200518996915711	12.0320227333692	0.000522942961894732	0.0333669878232748	14.8694461850866	10.6002671835159	-0.984828253184992	0.984828253184992	4	9539382	9539511	130	-	106	146	111	29	25	43	AT4G16950.4
AT2G03020	E002	16.9111093635511	0.0963558050173423	16.6857298936651	4.41115683800474E-05	0.00495062068230167	7.73047605893419	5.50817445119048	-0.980222142914047	0.980222142914047	2	882687	883252	566	-	8	16	16	8	41	17	"c(""AT2G03020.1"", ""AT2G03020.2"")"
AT4G00700+AT4G00690+AT4G00695	E004	20.0260201664063	0.0112440203266857	16.5056310443649	4.85058031006823E-05	0.00534224960548619	5.61015507914803	7.8722485687457	0.979809012860745	0.979809012860745	4	282058	282156	99	+	9	9	11	22	40	34	AT4G00690.1
AT4G32850	E031	34.564819407895	0.00593578109105939	17.8476897726818	2.39309626257813E-05	0.00298952049791392	7.853377170805	10.999418344243	0.97663043112873	0.97663043112873	4	15854710	15854868	159	+	15	31	31	50	52	38	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.14"", ""AT4G32850.12"", ""AT4G32850.5"", ""AT4G32850.1"", ""AT4G32850.10"", ""AT4G32850.6"", ""AT4G32850.11"", ""AT4G32850.7"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"
AT1G63940	E003	35.1533160726825	0.0135581422698716	12.2164327762685	0.000473704176142972	0.0310980312080649	10.9394562331559	7.81658482755171	-0.97435096994601	0.97435096994601	1	23730105	23730105	1	+	39	36	48	37	27	21	AT1G63940.1
AT4G01995	E003	37.6250870133417	0.0165164552238562	11.2488436942065	0.00079672633473699	0.0450945809918014	8.20933224273267	11.4795171250588	0.972385017044082	0.972385017044082	4	873195	873283	89	+	23	31	35	67	40	37	AT4G01995.3
AT2G40550+AT2G40540	E006	77.4622920648663	0.0104000095584813	20.5525262720871	5.80171750099658E-06	0.000902469795266469	11.3865294816227	15.8949187202574	0.971892516589859	0.971892516589859	2	16931048	16931164	117	+	39	38	60	142	102	103	"c(""AT2G40540.5"", ""AT2G40540.4"", ""AT2G40540.3"")"
AT2G18960	E002	56.3692529159363	0.0128013948014327	14.5202939081177	0.000138657771954167	0.0122768902699673	9.73202470706983	13.5921005937039	0.970810426977127	0.970810426977127	2	8222153	8222800	648	+	17	38	43	94	106	62	AT2G18960.3
AT1G29200	E005	22.1659693302459	0.00881876229209195	14.741348402217	0.000123312062670295	0.0112588155090919	8.89505131965157	6.3607363886824	-0.970582710459964	0.970582710459964	1	10207971	10208361	391	+	13	24	35	22	16	26	"c(""AT1G29200.1"", ""AT1G29200.4"", ""AT1G29200.3"", ""AT1G29200.2"")"
AT4G18140+AT4G18130	E010	84.7585195875958	0.0024297815192768	47.1584631011083	6.54733378982011E-12	3.08347287346958E-09	16.6493713234867	11.940895610685	-0.969418489644205	0.969418489644205	4	10046747	10047045	299	-	92	106	123	65	60	54	"c(""AT4G18140.4"", ""AT4G18140.6"", ""AT4G18140.5"")"
AT1G15290	E024	63.5919196084027	0.00977987831746135	18.9035630573766	1.37495621978714E-05	0.00186481473872721	10.5768451131096	14.7457187200529	0.966858778849337	0.966858778849337	1	5264914	5265103	190	-	32	41	63	102	74	84	"c(""AT1G15290.2"", ""AT1G15290.1"")"
AT1G72330+AT1G72340	E007	93.3897013010199	0.00206379133086368	43.6150347233466	3.99756045271937E-11	1.7274899671394E-08	11.5056911763844	16.0284025727441	0.966100472487972	0.966100472487972	1	27234579	27234640	62	+	24	30	46	172	165	158	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT1G77890+AT1G77910	E010	28.0841579624488	0.00581992632689928	13.5618470894632	0.000230829830226154	0.0182676823889801	9.49651878224017	6.80315496049064	-0.965755360179333	0.965755360179333	1	29293273	29293278	6	+	29	39	45	20	15	18	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"
AT2G41430	E009	32.9996890441076	0.0130252036460955	12.4428516115713	0.000419594656077668	0.0284919803394978	7.74095855973076	10.8007251212998	0.965436734603549	0.965436734603549	2	17270538	17270542	5	+	18	32	31	51	47	27	"c(""AT2G41430.5"", ""AT2G41430.4"", ""AT2G41430.2"", ""AT2G41430.1"")"
AT5G44020+AT5G44030	E007	100.08155253077	0.00272894905157615	59.5188044537012	1.21131129917996E-14	7.29304406914114E-12	13.0426668814015	18.1462283964841	0.965041662848455	0.965041662848455	5	17715131	17715249	119	+	43	71	71	147	172	125	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT3G27990	E007	53.9455820370445	0.0113273387258246	16.6679834416533	4.45261716324394E-05	0.00497895348195806	13.6124335452422	9.77262020497068	-0.963094352608919	0.963094352608919	3	10395719	10396680	962	-	44	84	60	41	49	46	"c(""AT3G27990.2"", ""AT3G27990.3"")"
AT3G46920	E011	24.1184131162224	0.00689877550687936	11.9146238417149	0.000556949831749241	0.0349299459429988	9.01280345820109	6.46286711435573	-0.962628859383893	0.962628859383893	3	17284899	17285022	124	-	20	39	33	18	19	16	"c(""AT3G46920.2"", ""AT3G46920.1"")"
AT1G03290	E006	36.9699035402708	0.00673563485537953	17.0518117763559	3.63736547088024E-05	0.00423064182382002	8.18169562027649	11.401053758886	0.962222650786028	0.962222650786028	1	807592	807631	40	+	17	29	42	41	56	46	"c(""AT1G03290.4"", ""AT1G03290.6"", ""AT1G03290.3"", ""AT1G03290.2"", ""AT1G03290.5"")"
AT1G17380	E003	40.5890137333896	0.014566577482812	13.0444254321366	0.000304188465605785	0.0225178665016664	8.54151670687213	11.8932147609906	0.960397956081283	0.960397956081283	1	5955886	5956052	167	-	19	40	36	60	42	55	AT1G17380.3
AT1G72330+AT1G72340	E014	124.984039801652	0.0017202556526673	56.3471343289451	6.07417377134423E-14	3.45395518190548E-11	13.3098603427383	18.4775876852593	0.9591305259411	0.9591305259411	1	27235765	27235919	155	+	34	55	45	242	215	204	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT2G17970	E005	43.8585801299092	0.00808985315052972	15.3363716402774	8.9967573568555E-05	0.0088598224408834	8.21460759782516	11.4276947319927	0.957378744444305	0.957378744444305	2	7819426	7819511	86	-	12	13	32	73	91	60	"c(""AT2G17970.8"", ""AT2G17970.6"", ""AT2G17970.4"")"
AT5G53470+AT5G53460	E028	84.8896548481545	0.00231536440845894	39.5524438929666	3.19366506598879E-10	1.18570520227751E-07	16.634199527594	11.9798871551717	-0.957271347627161	0.957271347627161	5	21711341	21711443	103	+	83	116	132	69	59	47	AT5G53470.1
AT5G24150	E011	42.513364037601	0.00974175058074964	14.6458838461976	0.000129717622460819	0.0117347162141823	12.3267737897377	8.86705911259801	-0.956154110745253	0.956154110745253	5	8175432	8175525	94	-	21	40	56	50	61	38	AT5G24150.1
AT3G55740	E003	45.1953188113208	0.00493839748710409	21.1540356120605	4.23807864939749E-06	0.000682762030474288	8.95852837991774	12.4473936755134	0.95474274272731	0.95474274272731	3	20695930	20696495	566	+	17	32	45	83	59	50	AT3G55740.3
AT1G14710	E009	51.3281292943452	0.00882708708938886	17.6007538193232	2.72480317266551E-05	0.00334403701917934	9.43584987237497	13.0993466852526	0.952866272736975	0.952866272736975	1	5064812	5064971	160	-	22	40	37	71	94	59	AT1G14710.2
AT1G20620	E005	66.6260659354467	0.00905905048161031	18.9888725070852	1.31483002775614E-05	0.00180076587119893	10.8870120372488	15.1025016423744	0.952749157105614	0.952749157105614	1	7143805	7144105	301	+	69	76	71	69	65	46	"c(""AT1G20620.4"", ""AT1G20620.6"", ""AT1G20620.7"")"
AT5G57740	E010	35.483489454433	0.00655890649269444	16.5740511220176	4.67868221027389E-05	0.00517520230362645	10.9805190107473	7.90804501207995	-0.951554767942099	0.951554767942099	5	23396951	23397650	700	-	37	40	46	27	39	22	AT5G57740.1
AT5G65740	E009	26.5608168495408	0.00833762441340446	12.0466801800861	0.000518846998701338	0.0331496378321334	9.46671402132046	6.81523815062883	-0.951509160558296	0.951509160558296	5	26302905	26302972	68	-	24	41	33	27	18	16	"c(""AT5G65740.6"", ""AT5G65740.7"", ""AT5G65740.3"", ""AT5G65740.1"")"
AT1G29970+AT1G29965	E012	128.854781227992	0.00152796680919715	66.4996049820714	3.4996372546516E-16	2.47603367606756E-13	20.812595419519	15.0544420592045	-0.950325380031994	0.950325380031994	1	10501004	10501054	51	-	123	154	161	109	113	108	"c(""AT1G29970.3"", ""AT1G29970.1"", ""AT1G29970.2"")"
AT2G39580	E012	42.1238038126003	0.00550177393784195	16.1353918906572	5.89716499671705E-05	0.00626568679547383	8.40491951458677	11.6565426914388	0.948667402645111	0.948667402645111	2	16514760	16514774	15	+	25	26	22	72	70	47	AT2G39580.1
AT3G10650+AT3G10660+AT3G10640	E031	33.8815471934166	0.00710060600816205	15.326649736478	9.04317404534279E-05	0.00888859482190448	10.5051589854016	7.57329331378062	-0.948273533269517	0.948273533269517	3	3332528	3332643	116	-	32	42	60	23	20	25	"c(""AT3G10660.2"", ""AT3G10660.1"")"
AT3G52075+AT3G52060+AT3G52072	E011	29.1818424924698	0.00973536550238388	16.7352637054874	4.29747491600401E-05	0.00484072871499703	7.24368124873646	10.0460811145193	0.947390129076297	0.947390129076297	3	19313234	19313246	13	-	18	21	30	32	36	42	"c(""AT3G52072.5"", ""AT3G52072.2"", ""AT3G52072.4"", ""AT3G52072.3"", ""AT3G52072.6"", ""AT3G52072.7"", ""AT3G52072.1"")"
AT4G31780+AT4G31790	E019	831.343394168164	0.000967366479468165	242.263775855419	1.26214948009286E-54	6.68199343719509E-51	36.93467033288	49.8091273255631	0.946850214840069	0.946850214840069	4	15377972	15378873	902	+	410	636	645	1280	1211	1008	"c(""AT4G31790.1"", ""AT4G31790.2"")"
AT5G44020+AT5G44030	E010	183.788041079225	0.00627684081588094	50.7713343963771	1.03778367197059E-12	5.31103090525482E-10	17.6545429853251	24.3275310713017	0.946491905759492	0.946491905759492	5	17715499	17715655	157	+	85	103	154	301	246	260	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT5G10320	E006	36.1231046939452	0.00900387826984706	13.4661895538424	0.000242901112629149	0.0190074453730649	7.79343090708463	10.7848556958656	0.941612665298954	0.941612665298954	5	3244605	3244673	69	-	16	25	20	61	68	38	"c(""AT5G10320.4"", ""AT5G10320.3"", ""AT5G10320.5"")"
AT5G53486	E005	82.7798729289602	0.00736773020895646	23.1502151639466	1.49826438730637E-06	0.000269670025068168	11.7464812595039	16.2219308491619	0.941016860176346	0.941016860176346	5	21721957	21722013	57	+	28	66	44	139	126	119	"c(""AT5G53486.5"", ""AT5G53486.4"", ""AT5G53486.2"")"
AT1G61430+AT1G61420	E016	26.7984769375135	0.00625475941690551	12.9163073840011	0.000325731812178861	0.0237515510453037	6.890443561794	9.52957565766258	0.938952542930715	0.938952542930715	1	22664175	22664487	313	-	10	20	24	40	41	34	"c(""AT1G61420.1"", ""AT1G61420.3"")"
AT1G21651+AT1G21650	E039	122.285104645812	0.0053582970832371	35.0763214601511	3.17032483294837E-09	1.01193341289514E-06	20.2254092877707	14.682744270023	-0.938890095722999	0.938890095722999	1	7601665	7601901	237	-	119	146	155	86	115	106	"c(""AT1G21651.1"", ""AT1G21650.3"")"
AT4G21510+AT4G21520	E004	119.074237232904	0.00757081854840468	30.1274796366218	4.04557879537341E-08	1.06355772680425E-05	20.1940392160642	14.6659314704678	-0.937658097732232	0.937658097732232	4	11446630	11447335	706	-	88	167	135	122	105	105	"c(""AT4G21510.1"", ""AT4G21510.2"")"
AT2G27500	E006	32.1429144940913	0.00934987498860597	12.3796165451106	0.000434046281011922	0.0291764997914888	7.53369758465715	10.4111621489963	0.937360343979201	0.937360343979201	2	11753685	11753767	83	-	16	27	23	35	57	42	AT2G27500.3
AT5G05970	E009	33.064286323764	0.00462653183007558	14.5167003778615	0.000138922511616042	0.0122932410423118	7.4531846238726	10.2924479589121	0.935176829964772	0.935176829964772	5	1798958	1798960	3	+	15	19	22	50	54	47	AT5G05970.2
AT1G07300+AT1G07310	E003	141.185560646693	0.00129413802198788	97.6780555029281	4.92247542603778E-23	5.81344347815062E-20	15.6127860182901	21.4513469944921	0.933221576869024	0.933221576869024	1	2246294	2246815	522	-	70	98	107	201	201	201	AT1G07300.1
AT3G24090	E010	30.5878962050484	0.00882903984577268	12.6423795025845	0.000377099689035278	0.0265308299788039	10.0718644488801	7.29868203140435	-0.9329386220535	0.9329386220535	3	8700764	8701052	289	-	28	45	41	17	25	26	AT3G24090.1
AT1G02990	E019	34.6505144878323	0.00573787235190109	14.8108805148984	0.000118847817744938	0.0109589822572855	10.6128948748876	7.6937550970348	-0.932213141632495	0.932213141632495	1	687115	687315	201	-	40	41	48	26	24	24	"c(""AT1G02990.2"", ""AT1G02990.4"", ""AT1G02990.1"", ""AT1G02990.5"", ""AT1G02990.3"", ""AT1G02990.6"")"
AT4G05320	E021	659.04590376977	0.0159272594272918	17.5091651543696	2.85926019887254E-05	0.00347296058807675	33.5840898501593	45.2780492195045	0.931655443880452	0.931655443880452	4	2720049	2720093	45	+	363	581	587	861	1162	563	"c(""AT4G05320.5"", ""AT4G05320.8"", ""AT4G05320.1"", ""AT4G05320.2"", ""AT4G05320.6"", ""AT4G05320.7"", ""AT4G05320.4"")"
AT3G04610	E009	149.702712746221	0.00574202921909255	32.5360792436526	1.17000185096349E-08	3.39565943626511E-06	15.4960007230229	21.2694982779789	0.93000610506962	0.93000610506962	3	1254283	1254768	486	-	69	92	63	228	242	239	"c(""AT3G04610.2"", ""AT3G04610.3"")"
AT1G10360+AT1G10370	E002	995.740492498723	0.000954784295446869	220.657806319788	6.4998032642226E-50	2.77198554210027E-46	54.4061842103542	40.7679284047229	-0.929895949179071	0.929895949179071	1	3396486	3396882	397	-	825	1114	1370	884	944	873	AT1G10360.1
AT5G44720	E008	76.2851931953702	0.00205975910419718	35.7341347091444	2.26166302316798E-09	7.43539879972121E-07	11.6711278693421	16.0542622115236	0.929328957252691	0.929328957252691	5	18044848	18044929	82	+	43	57	67	112	102	92	AT5G44720.2
AT5G17920	E003	27.0989341588148	0.00741925523347341	11.8731565476039	0.0005694881015992	0.0354268671955126	9.62213166145932	6.98339471241079	-0.928215329858334	0.928215329858334	5	5935204	5935368	165	+	21	39	37	29	18	20	AT5G17920.2
AT3G24180+AT3G24170	E018	43.639202290018	0.0115292532254811	13.173328849863	0.000283961851191252	0.0213709132418592	8.70444437317693	11.976104293675	0.925854153623194	0.925854153623194	3	8734242	8734317	76	-	14	34	32	74	78	46	AT3G24170.2
AT1G29970+AT1G29965	E011	132.136518458526	0.00246791941394277	54.826552183915	1.31650087609402E-13	7.27058919088901E-11	20.9679945661993	15.2956847304888	-0.925853938168519	0.925853938168519	1	10500819	10500894	76	-	136	150	157	115	124	102	"c(""AT1G29970.3"", ""AT1G29970.1"", ""AT1G29970.2"")"
AT2G06025	E015	122.013568571125	0.0124987746404271	19.4896777380566	1.011447812853E-05	0.00145128581969459	14.9033751461145	20.4303453435442	0.925081369742976	0.925081369742976	2	2351549	2351671	123	+	49	114	137	141	167	156	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"
AT3G11040+AT3G11050	E024	28.0691663002694	0.00895176620674661	11.6684257330811	0.000635697791553962	0.0383642617677987	6.83516542161436	9.4077299578974	0.924944419384205	0.924944419384205	3	3465091	3465154	64	+	10	21	14	37	55	40	AT3G11050.1
AT1G61660	E007	100.016350870874	0.00271700985060984	40.791710276739	1.69349952487557E-10	6.6496926356559E-08	18.2505778035851	13.3053910385129	-0.923802713599321	0.923802713599321	1	22754361	22754369	9	-	93	124	138	71	96	76	"c(""AT1G61660.7"", ""AT1G61660.4"", ""AT1G61660.3"", ""AT1G61660.6"", ""AT1G61660.5"")"
AT2G41840+AT2G41835	E002	48.619944941523	0.00448834821953454	22.0188462822604	2.69986383053709E-06	0.000454506681910482	12.9180632933404	9.40668014521651	-0.921270684656093	0.921270684656093	2	17459316	17459684	369	-	35	70	62	41	44	43	AT2G41835.1
AT2G38780	E011	82.4569687052828	0.0191026343911548	13.3813501260775	0.000254138721662198	0.0196861341759825	12.2486243614918	16.7954038073485	0.921002068730829	0.921002068730829	2	16213256	16213263	8	+	34	69	93	93	117	110	"c(""AT2G38780.13"", ""AT2G38780.7"", ""AT2G38780.10"", ""AT2G38780.8"", ""AT2G38780.9"", ""AT2G38780.11"", ""AT2G38780.3"")"
AT5G45780	E006	31.5071663737775	0.0081590720174355	13.1440998634429	0.000288426045544814	0.0215799467702219	7.43864990046387	10.2211062367302	0.920644056097536	0.920644056097536	5	18568458	18568531	74	-	10	30	20	42	55	42	"c(""AT5G45780.2"", ""AT5G45780.1"")"
AT1G10900	E011	29.4203438467247	0.00763077873648448	12.2908737732411	0.000455178583336972	0.0302003318494924	7.22465742502581	9.92289568489466	0.919210998056083	0.919210998056083	1	3636998	3637022	25	-	13	26	21	43	36	44	"c(""AT1G10900.3"", ""AT1G10900.2"")"
AT3G20270	E004	25.7916263637163	0.00727978745703815	11.3458424728406	0.000756170589046547	0.0433999516023613	9.35660437198214	6.81145708357406	-0.919198114968744	0.919198114968744	3	7067494	7067544	51	+	18	39	39	24	18	19	"c(""AT3G20270.4"", ""AT3G20270.6"", ""AT3G20270.5"", ""AT3G20270.3"", ""AT3G20270.2"")"
AT1G10585+AT1G10580	E006	56.9938591732603	0.00293750705708707	25.9224909359362	3.55404093294176E-07	7.55750560158655E-05	10.0070978778663	13.7286310445658	0.919095059853739	0.919095059853739	1	3494296	3494613	318	-	27	47	38	87	86	71	"c(""AT1G10585.1"", ""AT1G10585.2"")"
AT2G41100	E015	112.086624667812	0.00495492716891952	33.2691610844321	8.02451566198354E-09	2.42043986165881E-06	14.2643166021316	19.5185444766882	0.918446069751859	0.918446069751859	2	17138574	17138673	100	+	89	150	126	94	120	98	AT2G41100.2
AT1G27960	E007	37.54447430367	0.00573194291551995	15.3583591870077	8.89266127837949E-05	0.00878565177650967	7.89038524298118	10.8292728451066	0.917754334044206	0.917754334044206	1	9744663	9745109	447	-	10	22	26	66	68	48	AT1G27960.3
AT5G62130	E007	121.75659075212	0.0075556001968539	26.6322154347877	2.46105734202451E-07	5.46020424452345E-05	14.3661212948736	19.6297604411996	0.914429864552102	0.914429864552102	5	24951861	24952052	192	-	62	91	60	192	191	162	AT5G62130.3
AT2G41720	E003	114.519971828225	0.0138906621790941	15.9883866341853	6.37322396084911E-05	0.00667905170449942	13.7883679101597	18.8408277369583	0.913433134583384	0.913433134583384	2	17403809	17403904	96	-	48	82	54	208	194	136	"c(""AT2G41720.2"", ""AT2G41720.3"")"
AT1G04733+AT1G09800	E014	106.207402978166	0.00940848035600108	23.9818855482336	9.72463397423572E-07	0.000182744559861005	13.0797562713356	17.8758304963352	0.912710291856827	0.912710291856827	1	3180548	3180734	187	-	40	59	56	141	226	149	"c(""AT1G04733.1"", ""AT1G09800.1"", ""AT1G09800.2"")"
AT4G28706+AT4G28710	E043	104.940323958545	0.0026518693474775	39.3296871082244	3.57957361752105E-10	1.31791831534294E-07	13.8460351708632	18.9137046449343	0.912618230241329	0.912618230241329	4	14177258	14177435	178	+	84	92	106	118	139	99	AT4G28710.1
AT1G72640	E012	367.753088904461	0.00123512437809566	128.877082858865	7.21510091795039E-30	1.25878914083287E-26	34.7751878917798	25.7171222133574	-0.912285739598286	0.912285739598286	1	27347659	27347661	3	-	268	363	470	435	383	328	AT1G72640.1
AT1G72330+AT1G72340	E012	185.001150664212	0.00141561643284776	74.9649393661866	4.79147780585216E-18	4.06428501399161E-15	16.3825948218948	22.3198012810662	0.909878843007835	0.909878843007835	1	27235279	27235416	138	+	57	55	92	366	319	288	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT3G47010+AT3G47000	E019	56.8689767150835	0.00329701349078147	21.1393200154478	4.27074684913255E-06	0.000687303735584193	13.1383101798084	9.60817596836978	-0.909042543216806	0.909042543216806	3	17317511	17317518	8	-	56	95	92	38	34	23	"c(""AT3G47010.1"", ""AT3G47010.4"")"
AT2G41840+AT2G41835	E001	316.76291098578	0.00129624071924585	111.518640554303	4.55502243637879E-26	6.5358186416564E-23	32.0891840824759	23.7187858946431	-0.907654030088207	0.907654030088207	2	17457699	17458760	1062	-	264	372	441	269	309	257	AT2G41835.1
AT1G06263+AT1G29465	E004	96.9766972861709	0.0128720134398114	22.1808971708232	2.48130381724524E-06	0.000421409928165554	13.3351566754887	18.1842638345778	0.906606302054798	0.906606302054798	1	10309575	10309896	322	+	47	84	103	126	156	92	AT1G29465.1
AT5G66390	E001	26.7214709241492	0.0318036720452305	12.8023832822801	0.000346178068401296	0.0248590827135879	6.29384974653846	8.601827039629	0.904036822867988	0.904036822867988	5	26515905	26516481	577	-	4	16	10	45	49	47	AT5G66390.1
AT5G01950	E002	36.6379031387706	0.00424042832881762	15.6605566308872	7.57883477508455E-05	0.0076753199407568	8.02812983202804	10.9647083013802	0.903738095213977	0.903738095213977	5	365508	365584	77	-	19	27	25	55	55	47	AT5G01950.6
AT5G20950	E011	80.1278919306523	0.0038132699746563	28.9397908241402	7.46632872028155E-08	1.86999257491815E-05	12.0759056113926	16.4600085679994	0.903244558256767	0.903244558256767	5	7110798	7110819	22	-	33	75	71	115	108	100	"c(""AT5G20950.3"", ""AT5G20950.2"")"
